0,1
Summary of Transaction,4
Summary of Monthly Deposits to and Withdrawals from Accounts,5
Summary of Monthly Distributions of Available Amounts,6
Summary of Terms,7
Summary of Risk Factors,24
Risk Factors,26
Defined Terms,45
Overview of the Transaction,45
The Issuing Entity,46
Formation,46
Property of the Issuing Entity,47
Capitalization of the Issuing Entity,48
The Depositor,49
"The Sponsor, Administrator and Servicer",50
General,50
Securitization Experience,50
Servicing Experience,51
Credit Risk Retention,51
Reallocation Requests,54
Affiliations and Related Transactions,54
The Owner Trustee and the Indenture Trustee,55
Asset Representations Reviewer,57
The Vehicle Trust and the Vehicle Trustee,59
General,59
The UTI Beneficiary,60
The Vehicle Trustee,60
Lease Origination and the Titling of Leased Vehicles,63
BMW FS’ Lease Financing Program,63
General,63
Underwriting,64
Servicing,65
Electronic Contracts and Electronic Contracting,65
Physical Damage and Liability Insurance; Additional Insurance Provisions,66
Contingent and Excess Liability Insurance,67
Leased Vehicle Maintenance,67
Remarketing,67
End of Lease Term; Vehicle Disposition,68
Extensions and Pull-Ahead Program,69
The 2024-2 SUBI,70
General,70
Transfers of the SUBI Certificate,70
The Specified Leases,71
General,71
"Representations, Warranties and Covenants",73
Characteristics,74
Composition of the Specified Leases as of the Cutoff Date,75
Determination of Residual Values,84
Calculation of the Securitization Value of the Specified Leases,85
