0,1
Overview,188
Property Types,190
Retail Properties,190
Multifamily Properties,191
Office Properties,192
Industrial Properties,192
Mixed Use Properties,193
Hospitality Properties,193
Manufactured Housing Properties,194
Specialty Use Concentrations,194
Significant Obligors,194
Mortgage Loan Concentrations,195
Top Fifteen Mortgage Loans,195
Multi-Property Mortgage Loans and Related Borrower Mortgage Loans,195
Geographic Concentrations,196
Mortgaged Properties With Limited Prior Operating History,197
Tenancies-in-Common and Crowd-Funded Entities,197
Condominium and Other Shared Interests,197
Fee & Leasehold Estates; Ground Leases,198
Environmental Considerations,199
"Redevelopment, Renovation and Expansion",201
Assessment of Property Value and Condition,202
Litigation and Other Considerations,202
Condemnations,204
"Loan Purpose; Default History, Bankruptcy Issues and Other Proceedings",204
Tenant Issues,206
Tenant Concentrations,206
Lease Expirations and Terminations,206
Expirations,206
Terminations,207
Other,209
Purchase Options and Rights of First Refusal,210
Affiliated Leases,213
Competition from Certain Nearby Properties,213
Insurance Considerations,213
Use Restrictions,215
Appraised Value,216
Non-Recourse Carveout Limitations,216
Real Estate and Other Tax Considerations,217
Delinquency Information,218
Certain Terms of the Mortgage Loans,218
Amortization of Principal,218
Due Dates; Mortgage Rates; Calculations of Interest,219
Single-Purpose Entity Covenants,220
Prepayment Protections and Certain Involuntary Prepayments,220
Voluntary Prepayments,221
“Due-On-Sale” and “Due-On-Encumbrance” Provisions,222
Defeasance,223
Releases; Partial Releases; Property Additions,224
Escrows,227
Mortgaged Property Accounts,227
Exceptions to Underwriting Guidelines,229
Additional Indebtedness,230
