0,1
"Issuing Entity’s Interest, Which May Result in Reduced Payments on Your Notes",40
"If the Servicer Does Not Maintain Control of the  Receivables Evidenced by Electronic Contracts, the Issuing Entity May Not Have A Perfected Security Interest in Those Receivables",41
GENERAL RISKS RELATING TO THE TRANSACTION,42
The Offered Notes Are Not Suitable Investments for  All Investors,42
"Withdrawal or Downgrade of the Initial Ratings of  the Notes Will, and the Issuance of Unsolicited Ratings on your Notes or any Adverse Changes to a Hired Rating Agency May, Affect  the Prices for the Offered Notes Upon Resale",42
"Because the Offered Notes are in Book-Entry Form,  Your Rights Can Only Be Exercised Indirectly",44
You May Suffer Delays in Payments as a Result  of the Manner in Which Principal and Interest of the Offered Notes is Paid,44
Combination or “Layering” of Multiple  Risk Factors May Significantly Increase the Risk of Loss on the Offered Notes,44
WORLD OMNI FINANCIAL CORP.,45
WORLD OMNI FINANCIAL CORP.’S AUTOMOBILE FINANCE  BUSINESS,46
Underwriting,46
Risk-Based Pricing,48
Electronic Contracts and Electronic Contracting,48
Servicing,48
Insurance,49
Customer Service,50
Corporate Responsibility,50
THE DEPOSITOR,51
THE ISSUING ENTITY,52
Capitalization of the Issuing Entity,52
The Owner Trustee,53
The Indenture Trustee,54
The Trust Property,55
ASSET REPRESENTATIONS REVIEWER,57
THE RECEIVABLES POOL,59
The Receivables,59
Asset-Level Data,71
Pool Underwriting,71
Review of Pool Assets,71
"DELINQUENCIES, REPOSSESSIONS AND NET LOSSES",74
STATIC POOL INFORMATION ABOUT CERTAIN PRIOR SECURITIZED  POOLS,77
PREPAYMENT AND YIELD CONSIDERATIONS—WEIGHTED  AVERAGE LIFE OF THE SECURITIES,78
