0,1
Termination of the Operating Advisor Without Cause,525
Resignation of the Operating Advisor,526
Operating Advisor Compensation,526
The Asset Representations Reviewer,527
Asset Review,527
Asset Review Trigger,527
Asset Review Vote,528
Review Materials,529
Asset Review,530
Eligibility of Asset Representations Reviewer,532
Other Obligations of Asset Representations Reviewer,533
Delegation of Asset Representations Reviewer’s Duties,533
Asset Representations Reviewer Termination Events,533
Rights Upon Asset Representations Reviewer Termination Event,534
Termination of the Asset Representations Reviewer Without Cause,535
Resignation of Asset Representations Reviewer,535
Asset Representations Reviewer Compensation,536
Replacement of the Special Servicer Without Cause,536
Replacement of the Special Servicer After Operating Advisor Recommendation and Investor Vote,538
"Resignation of the Master Servicer, Trustee, Certificate Administrator, Operating Advisor or Asset Representations Reviewer Upon Prohibited Risk Retention Affiliation",539
Termination of the Master Servicer or Special Servicer for Cause,540
Servicer Termination Events,540
Rights Upon Servicer Termination Event,542
Waiver of Servicer Termination Event,544
Resignation of the Master Servicer or Special Servicer,544
Limitation on Liability; Indemnification,545
Enforcement of Mortgage Loan Seller’s Obligations Under the MLPA,548
Dispute Resolution Provisions,549
Certificateholder’s Rights When a Repurchase Request Is Initially Delivered by a Certificateholder,549
Repurchase Request Delivered by a Party to the PSA,549
Resolution of a Repurchase Request,550
Mediation and Arbitration Provisions,552
Servicing of the Non-Serviced Mortgage Loans,554
Servicing of the 535 & 545 5th Avenue Mortgage Loan,557
Servicing of the Mountain Industrial Portfolio Mortgage Loan,558
Servicing of the 1500 Post Oak Boulevard Mortgage Loan,558
Servicing of The Towers at Cupertino City Center Mortgage Loan,559
Servicing of the ONX Industrial Campus Mortgage Loan,559
Servicing of the Kirby Industrial Mortgage Loan,560
Rating Agency Confirmations,561
Evidence as to Compliance,563
Limitation on Rights of Certificateholders to Institute a Proceeding,564
Termination; Retirement of Certificates,565
Amendment,566
Resignation and Removal of the Trustee and the Certificate Administrator,569
Governing Law; Waiver of Jury Trial; and Consent to Jurisdiction,570
Certain Legal Aspects of Mortgage Loans,570
General,571
Types of Mortgage Instruments,572
