0,1
"Issuing Entity’s Interest, Which May Result in Reduced Payments  on Your Notes",38
"If the Servicer Does Not Maintain Control of the Receivables Evidenced by Electronic Contracts, the Issuing Entity May Not Have A Perfected Security Interest in Those Receivables",40
GENERAL RISKS RELATING TO THE TRANSACTION,41
The Offered Notes Are Not Suitable Investments for All Investors,41
"Withdrawal or Downgrade of the Initial Ratings of the Notes Will, and the Issuance of Unsolicited Ratings on your Notes or any Adverse Changes to a Hired Rating Agency May, Affect the Prices for the Offered Notes Upon Resale",41
"Because the Offered Notes are in Book-Entry Form, Your Rights Can Only Be Exercised Indirectly",42
You May Suffer Delays in Payments as a Result of the Manner in Which Principal and Interest of the Offered Notes is Paid,43
Combination or “Layering” of Multiple Risk Factors May Significantly Increase the Risk of Loss on the Offered Notes,43
WORLD OMNI FINANCIAL CORP.,44
WORLD OMNI FINANCIAL CORP.’S AUTOMOBILE FINANCE BUSINESS,45
Underwriting,45
Risk-Based Pricing,47
Electronic Contracts and Electronic Contracting,47
Servicing,47
Insurance,48
Customer Service,49
Corporate Responsibility,49
THE DEPOSITOR,50
THE ISSUING ENTITY,51
Capitalization of the Issuing Entity,51
The Owner Trustee,52
The Indenture Trustee,53
The Trust Property,53
ASSET REPRESENTATIONS REVIEWER,55
THE RECEIVABLES POOL,57
The Receivables,57
Asset-Level Data,69
Pool Underwriting,69
Review of Pool Assets,69
"DELINQUENCIES, REPOSSESSIONS AND NET LOSSES",72
STATIC POOL INFORMATION ABOUT CERTAIN PRIOR SECURITIZED POOLS,75
PREPAYMENT AND YIELD CONSIDERATIONS—WEIGHTED AVERAGE LIFE OF THE SECURITIES,76
