0,1
Summary of Transaction,4
Summary of Monthly Deposits to and Withdrawals from Accounts,5
Summary of Monthly Distributions of Available Amounts,6
Summary of Terms,7
Summary of Risk Factors,24
Risk Factors,26
Defined Terms,46
Overview of the Transaction,46
The Issuing Entity,47
Formation,47
Property of the Issuing Entity,48
Capitalization of the Issuing Entity,49
The Depositor,50
"The Sponsor, Administrator and Servicer",51
General,51
Securitization Experience,51
Servicing Experience,52
Credit Risk Retention,52
Reallocation Requests,55
Affiliations and Related Transactions,55
The Owner Trustee and the Indenture Trustee,56
Asset Representations Reviewer,58
The Vehicle Trust and the Vehicle Trustee,60
General,60
The UTI Beneficiary,61
The Vehicle Trustee,61
Lease Origination and the Titling of Leased Vehicles,64
BMW FS’ Lease Financing Program,64
General,64
Underwriting,64
Servicing,66
Electronic Contracts and Electronic Contracting,66
Physical Damage and Liability Insurance; Additional Insurance Provisions,67
Contingent and Excess Liability Insurance,67
Leased Vehicle Maintenance,68
Remarketing,68
End of Lease Term; Vehicle Disposition,68
Extensions and Pull-Ahead Program,70
The 2025-1 SUBI,70
General,70
Transfers of the SUBI Certificate,71
The Specified Leases,71
General,71
"Representations, Warranties and Covenants",73
Characteristics,75
Composition of the Specified Leases as of the Cutoff Date,76
Determination of Residual Values,85
Calculation of the Securitization Value of the Specified Leases,86
