0,1
Evidence as to Compliance,129
Administration Agreement,129
Description of the Certificates,129
Trustee Indemnification and Trustee Resignation and Removal,130
Amendments,131
Bankruptcy of the Issuing Entity,131
Termination,131
Voting Rights; Controlling Securities,132
U.S. CREDIT RISK RETENTION,133
Retained Eligible Horizontal Residual Interest,133
EU AND UK RISK RETENTION,136
AFFILIATIONS AND RELATIONSHIPS AMONG TRANSACTION PARTIES,138
FEES AND EXPENSES,139
SOME LEGAL ASPECTS OF THE RECEIVABLES,140
Interests in the Receivables,140
Safekeeping of Chattel Paper,140
Security Interests in the Financed Vehicles,141
Repossession,142
Notice of Sale; Redemption and Reinstatement Rights,142
Deficiency Judgments and Excess Proceeds,142
Consumer Protection Laws,143
Dodd-Frank Act Orderly Liquidation Authority Provisions,144
Other Limitations,146
MATERIAL U.S. FEDERAL INCOME TAX CONSEQUENCES,148
STATE AND LOCAL TAX CONSEQUENCES,155
CERTAIN CONSIDERATIONS FOR ERISA AND OTHER U.S. BENEFIT PLAN INVESTORS,156
UNDERWRITING,158
European Economic Area,159
United Kingdom,160
FORWARD-LOOKING STATEMENTS,161
LEGAL PROCEEDINGS,161
INCORPORATION OF CERTAIN INFORMATION BY REFERENCE,162
LEGAL MATTERS,162
GLOSSARY OF TERMS TO THE PROSPECTUS,163
APPENDIX A: STATIC POOL INFORMATION ABOUT RECEIVABLES IN CERTAIN PREVIOUS SECURITIZED POOLS,A-1
