0,1
General,347
Qualifying CRE Loans; Required Credit Risk Retention Percentage,348
The VRR Interest,349
VRR Interest Available Funds,349
Priority of Distributions,349
Allocation of VRR Interest Realized Losses,350
Yield Maintenance Charge or Prepayment Premium,350
Description of the Certificates,351
General,351
Distributions,353
"Method, Timing and Amount",353
Available Funds,354
Priority of Distributions,356
Pass-Through Rates,360
Exchangeable Certificates,362
Exchange Limitations,364
Exchange Procedures,364
Interest Distribution Amount,365
Principal Distribution Amount,366
Certain Calculations with Respect to Individual Mortgage Loans,367
Application Priority of Mortgage Loan Collections or Whole Loan Collections,369
Allocation of Yield Maintenance Charges and Prepayment Premiums,373
Assumed Final Distribution Date; Rated Final Distribution Date,376
Prepayment Interest Shortfalls,377
Subordination; Allocation of Realized Losses,378
Reports to Certificateholders and VRR Interest Owners; Certain Available Information,381
Certificate Administrator Reports,381
Information Available Electronically,388
Voting Rights,394
"Delivery, Form, Transfer and Denomination",394
Book-Entry Registration,395
Definitive Certificates,398
Certificateholder Communication,398
Access to Certificateholders’ Names and Addresses,398
Requests to Communicate,398
List of Certificateholders and VRR Interest Owners,399
Description of the Mortgage Loan Purchase Agreements,401
General,401
Dispute Resolution Provisions,411
Asset Review Obligations,411
Pooling and Servicing Agreement,412
General,412
Assignment of the Mortgage Loans,412
Servicing Standard,413
Subservicing,415
Advances,416
P&I Advances,416
Servicing Advances,417
Nonrecoverable Advances,418
Recovery of Advances,419
Accounts,421
Withdrawals from Each Applicable Collection Account,423
