0,1
Administration Agreement,142
Amendment,144
"Notes Owned by the Issuing Entity, the Depositor, the Servicer and their Affiliates",146
Certain Legal Aspects of the Vehicle Trust and the 2026-1 SUBI,146
The Vehicle Trust,146
The 2026-1 SUBI,147
Insolvency-Related Matters,148
Dodd Frank Orderly Liquidation Framework,149
Certain Legal Aspects of the Specified Leases and the Specified Vehicles,152
General,152
Back-up Security Interests,152
Vicarious Tort Liability,153
Repossession of Specified Vehicles,154
Deficiency Judgments,154
Consumer Protection Laws,155
Other Limitations,156
Legal Proceedings,156
Material U.S. Federal Income Tax Considerations,156
Tax Characterization of the Issuing Entity,158
Partnership Audit Rules,158
Treatment of the Notes as Debt,158
Tax Considerations for U.S. Note Owners,159
Possible Alternative Characterization,161
Tax Status of the Vehicle Trust,162
Tax Considerations for Non-U.S. Note Owners,162
FATCA Withholding,163
Information Reporting and Backup Withholding,163
State and Local Tax Considerations,164
ERISA Considerations,164
Ratings of the Notes,166
Plan of Distribution,166
European Economic Area,167
United Kingdom,168
Requirements for Certain European Economic Area and United Kingdom Regulated Investors and Affiliates,168
Legal Opinions,170
Index of Principal Terms,171
