0,1
Summary of Transaction,4
Summary of Monthly Deposits to and Withdrawals from Accounts,5
Summary of Monthly Distributions of Available Amounts,6
Summary of Terms,7
Summary of Risk Factors,24
Risk Factors,26
Defined Terms,47
Overview of the Transaction,47
The Issuing Entity,48
Formation,48
Property of the Issuing Entity,49
Capitalization of the Issuing Entity,50
The Depositor,51
"The Sponsor, Administrator and Servicer",52
General,52
Securitization Experience,52
Servicing Experience,53
Credit Risk Retention,53
Reallocation Requests,56
Affiliations and Related Transactions,56
The Owner Trustee and the Indenture Trustee,57
Asset Representations Reviewer,59
The Vehicle Trust and the Vehicle Trustee,61
General,61
The UTI Beneficiary,62
The Vehicle Trustee,62
Lease Origination and the Titling of Leased Vehicles,65
BMW FS’ Lease Financing Program,65
General,65
Underwriting,66
Servicing,67
Electronic Contracts and Electronic Contracting,67
Physical Damage and Liability Insurance; Additional Insurance Provisions,68
Contingent and Excess Liability Insurance,69
Leased Vehicle Maintenance,69
Remarketing,69
End of Lease Term; Vehicle Disposition,70
Extensions and Pull-Ahead Program,71
The 2025-2 SUBI,71
General,71
Transfers of the SUBI Certificate,72
The Specified Leases,72
General,72
"Representations, Warranties and Covenants",74
Characteristics,76
Composition of the Specified Leases as of the Cutoff Date,77
Determination of Residual Values,86
Calculation of the Securitization Value of the Specified Leases,87
