0,1
Significant Obligors,193
Mortgage Loan Concentrations,193
Multi-Property Mortgage Loans and Related Borrower Mortgage Loans,194
Geographic Concentrations,194
Mortgaged Properties With Limited Prior Operating History,195
Tenancies-in-Common and Crowd-Funded Entities,196
Delaware Statutory Trusts,196
Condominium and Other Shared Interests,196
Fee & Leasehold Estates; Ground Leases,197
Environmental Considerations,202
"Redevelopment, Renovation and Expansion",206
Assessment of Property Value and Condition,207
Litigation and Other Considerations,208
Condemnations,210
"Loan Purpose; Default History, Bankruptcy Issues and Other Proceedings",210
Tenant Issues,212
Tenant Concentrations,212
Lease Expirations and Terminations,212
Purchase Options and Rights of First Refusal,217
Affiliated Leases,218
Competition from Certain Nearby Properties,219
Insurance Considerations,220
Use Restrictions,221
Appraised Value,223
Non-Recourse Carveout Limitations,223
Real Estate and Other Tax Considerations,225
Delinquency Information,226
Certain Terms of the Mortgage Loans,226
Amortization of Principal,226
Due Dates; Mortgage Rates; Calculations of Interest,227
Single-Purpose Entity Covenants,228
Prepayment Protections and Certain Involuntary Prepayments,229
“Due-On-Sale” and “Due-On-Encumbrance” Provisions,231
Defeasance,232
Releases; Partial Releases; Property Additions,233
Escrows,238
Mortgaged Property Accounts,239
Exceptions to Underwriting Guidelines,242
Additional Indebtedness,242
General,242
Whole Loans,243
Mezzanine Indebtedness,243
Other Secured Indebtedness,245
Preferred Equity,245
Other Unsecured Indebtedness,246
The Whole Loans,246
General,246
The Serviced Pari Passu Whole Loans,251
The Non-Serviced Pari Passu Whole Loans,253
The Non-Serviced AB Whole Loans,257
Additional Information,266
Transaction Parties,266
The Sponsors and Mortgage Loan Sellers,266
