0,1
Summary of Certificates,3
Important Notice Regarding the  Offered Certificates,17
Important Notice About Information  Presented in this Prospectus,18
Summary of Terms,28
Summary of Risk Factors,63
Risk Factors,65
Description of the Mortgage  Pool,171
Transaction Parties,267
Credit Risk Retention,375
Description of the Certificates,391
Description of the Mortgage  Loan Purchase Agreements,433
Pooling and Servicing Agreement,444
Certain Legal Aspects of Mortgage  Loans,569
"Certain Affiliations, Relationships  and Related Transactions Involving Transaction Parties",589
Pending Legal Proceedings Involving  Transaction Parties,592
Use of Proceeds,592
Yield and Maturity Considerations,592
Material Federal Income Tax  Considerations,603
Certain State and Local Tax  Considerations,617
Method of Distribution (Conflicts  of Interest),617
Incorporation of Certain Information  by Reference,620
Where You Can Find More Information,621
Financial Information,621
Certain ERISA Considerations,621
Legal Investment,627
Legal Matters,628
Ratings,628
Index of Defined Terms,1
