0,1
Office Properties,191
Leased Fee Properties,192
Self Storage Properties,192
Manufactured Housing Properties,192
Specialty Use Concentrations,192
Significant Obligors,192
Mortgage Loan Concentrations,193
Top Fifteen Mortgage Loans,193
Multi-Property Mortgage Loans and Related Borrower Mortgage Loans,193
Geographic Concentrations,194
Mortgaged Properties with Limited Prior Operating History,195
Shari’ah Compliant Loans,196
Tenancies-in-Common or Diversified Ownership,196
Delaware Statutory Trusts,197
Condominium and Other Shared Interests,197
Fee & Leasehold Estates; Ground Leases,198
Environmental Considerations,199
"Redevelopment, Renovation and Expansion",201
Assessment of Property Value and Condition,201
Litigation and Other Considerations,202
Condemnations,203
"Loan Purpose; Default History, Bankruptcy Issues and Other Proceedings",203
Tenant Issues,205
Tenant Concentrations,205
Lease Expirations and Terminations,205
Expirations,205
Terminations,206
Other,207
Purchase Options and Rights of First Refusal,208
Affiliated Leases,210
Competition from Certain Nearby Properties,211
Insurance Considerations,211
Use Restrictions,213
Appraised Value,214
Non-Recourse Carveout Limitations,214
Real Estate and Other Tax Considerations,215
Delinquency Information,216
Certain Terms of the Mortgage Loans,216
Amortization of Principal,216
Payment Due Dates; Interest Rates; Calculations of Interest,217
Single Purpose Entity Covenants,218
Prepayment Protections and Certain Involuntary Prepayments and Voluntary Prepayments,219
Voluntary Prepayments,219
“Due-On-Sale” and “Due-On-Encumbrance” Provisions,221
Defeasance,222
Releases; Partial Releases; Property Additions,223
Escrows,224
Mortgaged Property Accounts,226
Exceptions to Underwriting Guidelines,227
Additional Indebtedness,228
General,228
Whole Loans,229
