0,1
"A  Security Breach or a Cyber-Attack Affecting World Omni Financial Corp. Could Adversely Affect World Omni Financial Corp.’s  Business, Results of Operations and Financial Condition, Which Could Have an Adverse Effect on Your Notes",24.0
You  May Experience Reduced Return and Delays on Your Notes Resulting from Changes in the Sponsor’s Servicing System,25.0
RISKS  RELATING TO ECONOMIC CONDITIONS AND OTHER EXTERNAL FACTORS,26.0
"The  Adverse Events Arising from Pandemics, Epidemics and Other Wide-Spread Public Health Events May Result in Losses or Delays in  Payment on Your Notes",26.0
The  Geographic Concentration and Performance of the Receivables May Increase the Risk of Loss on Your Investment,27.0
"You  May Have Difficulty Selling Your Notes and/or Obtaining Your Desired Price Due to the Absence of, or Illiquidity in, a Secondary  Market for Such Notes and Because of General Global Economic or Political Conditions",28.0
The  Notes May Not Be a Suitable Investment for Investors Subject to the EU Securitisation Regulation or the UK Securitisation Framework,28.0
The  Return on Your Notes May Be Reduced Due to Varying Economic Circumstances and/or an Economic Downturn,29.0
"Climate  Change Could Have an Adverse Effect on World Omni Financial Corp.’s Business and May, Directly or Indirectly, Cause Losses  on Your Notes",30.0
RISKS  RELATING TO CERTAIN REGULATORY AND MATERIAL LEGAL ASPECTS OF THE RECEIVABLES,31.0
"Federal  Financial Regulatory Legislation Could Have an Adverse Effect on World Omni Financial Corp., the Depositor and the Issuing Entity,  Which Could Result in Losses or Delays in Payments on Your Notes",31.0
Existing  Legislation and Future Regulatory Reforms Could Have an Adverse Effect on World Omni Financial Corp.’s Business and Operating  Results,35.0
"Receivables  That Fail to Comply with Consumer Protection Laws May Be Unenforceable, Which May Result in Losses on Your Investment",35.0
The  Return on Your Notes Could Be Reduced by Shortfalls Due to Military Action,35.0
Interests  of Other Persons in the Receivables and Financed Vehicles Could Be Superior to the,
