0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,8.50% Required Rate,8.50% Required Rate,,,8.25% Required Rate,8.25% Required Rate,
June 2029,,$,12877735.45,,,$,11843845.05,
July 2029,,$,12030467.97,,,$,11062945.26,
August 2029,,$,11213125.86,,,$,10309784.62,
September 2029,,$,10425943.48,,,$,9584572.46,
October 2029,,$,9668986.50,,,$,8887359.55,
November 2029,,$,8942487.28,,,$,8218351.85,
December 2029,,$,8246745.22,,,$,7577818.39,
January 2030,,$,7582011.29,,,$,6965984.10,
February 2030,,$,6948347.33,,,$,6382896.19,
March 2030,,$,6344801.99,,,$,5827644.32,
April 2030,,$,5770591.27,,,$,5299475.36,
May 2030,,$,5225643.37,,,$,4798310.70,
June 2030,,$,4709745.46,,,$,4323939.56,
July 2030,,$,4223161.02,,,$,3876596.59,
August 2030,,$,3766094.20,,,$,3456461.35,
September 2030,,$,3338452.04,,,$,3063441.95,
October 2030,,$,2939585.75,,,$,2696924.32,
November 2030,,$,2569387.21,,,$,2356796.66,
December 2030,,$,2228055.62,,,$,2043236.75,
January 2031,,$,1915614.31,,,$,1756266.39,
February 2031,,$,1631729.29,,,$,1495581.71,
March 2031,,$,1374515.05,,,$,1259435.78,
April 2031,,$,1142474.28,,,$,1046433.10,
May 2031,,$,934814.98,,,$,855841.56,
June 2031,,$,749976.36,,,$,686228.83,
July 2031,,$,587228.68,,,$,536923.96,
August 2031,,$,446096.53,,,$,407486.06,
September 2031,,$,326308.89,,,$,297670.39,
October 2031,,$,226676.34,,,$,206384.88,
November 2031,,$,146495.83,,,$,132982.95,
December 2031,,$,85405.43,,,$,77131.12,
January 2032,,$,43128.06,,,$,38593.32,
February 2032,,$,19235.32,,,$,16979.66,
March 2032,,$,8074.69,,,$,7043.41,
April 2032,,$,3013.23,,,$,2628.15,
May 2032,,$,714.57,,,$,625.72,
June 2032,,$,46.34,,,$,40.28,
July 2032 and thereafter,,$,0.00,,,$,0.00,
