0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,8.10% Required Rate,8.10% Required Rate,,,7.85% Required Rate,7.85% Required Rate,
May 2029,,$,9544381.64,,,$,8697422.92,
June 2029,,$,8903575.40,,,$,8112211.08,
July 2029,,$,8286473.29,,,$,7548768.42,
August 2029,,$,7692993.44,,,$,7007011.57,
September 2029,,$,7123165.20,,,$,6486959.26,
October 2029,,$,6577197.20,,,$,5988796.86,
November 2029,,$,6055178.31,,,$,5512601.86,
December 2029,,$,5556992.40,,,$,5058258.63,
January 2030,,$,5081945.81,,,$,4625106.49,
February 2030,,$,4629159.46,,,$,4212309.59,
March 2030,,$,4198662.82,,,$,3819884.76,
April 2030,,$,3790646.73,,,$,3448000.75,
May 2030,,$,3405345.42,,,$,3096865.42,
June 2030,,$,3042980.23,,,$,2766674.98,
July 2030,,$,2703665.01,,,$,2457528.50,
August 2030,,$,2386927.49,,,$,2169005.36,
September 2030,,$,2092461.54,,,$,1900832.10,
October 2030,,$,1820257.82,,,$,1653000.39,
November 2030,,$,1570260.99,,,$,1425461.76,
December 2030,,$,1342063.75,,,$,1217838.79,
January 2031,,$,1134147.93,,,$,1028725.90,
February 2031,,$,944860.81,,,$,856589.75,
March 2031,,$,773832.99,,,$,701090.22,
April 2031,,$,620455.72,,,$,561683.00,
May 2031,,$,484142.96,,,$,437841.11,
June 2031,,$,364888.65,,,$,329557.45,
July 2031,,$,262828.80,,,$,236953.41,
August 2031,,$,178113.66,,,$,160162.87,
September 2031,,$,110896.53,,,$,99321.63,
October 2031,,$,61218.72,,,$,54460.77,
November 2031,,$,28603.68,,,$,25135.28,
December 2031,,$,11447.97,,,$,9866.44,
January 2032,,$,4651.20,,,$,3974.13,
February 2032,,$,1452.19,,,$,1243.05,
March 2032,,$,162.93,,,$,139.11,
April 2032 and thereafter,,$,0.00,,,$,0.00,
