0,1,2,3,4
255  Greenwich Whole Loan Summary,255  Greenwich Whole Loan Summary,255  Greenwich Whole Loan Summary,255  Greenwich Whole Loan Summary,255  Greenwich Whole Loan Summary
Note,Original  Balance,Cut-off  Date Balance,Note  Holder,Controlling  Note
A-1,"$65,000,000","$65,000,000",BANK 2025-BNK51,Yes
A-2,"$10,000,000","$10,000,000",BANK 2025-BNK51,No
A-3,"$10,000,000","$10,000,000",BANK 2025-BNK51,No
A-4,"$5,000,000","$5,000,000",BANK 2025-BNK51,No
A-5,"$27,000,000","$27,000,000",WFCM 2026-C66,No
A-6,"$20,000,000","$20,000,000",BMO 2026-C14,No
A-7,"$10,000,000","$10,000,000",BMO 2026-C14,No
Total,"$147,000,000","$147,000,000",,
