0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
04/15/27,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,86.43,%,,,64.00,%
05/15/27,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,92.91,%,,,79.10,%,,,56.62,%
06/15/27,,,100.00,%,,,100.00,%,,,100.00,%,,,98.66,%,,,85.98,%,,,72.00,%,,,49.48,%
07/15/27,,,100.00,%,,,100.00,%,,,100.00,%,,,92.05,%,,,79.23,%,,,65.14,%,,,42.60,%
08/15/27,,,100.00,%,,,100.00,%,,,97.51,%,,,85.57,%,,,72.65,%,,,58.51,%,,,35.98,%
09/15/27,,,100.00,%,,,100.00,%,,,91.23,%,,,79.22,%,,,66.25,%,,,52.11,%,,,29.61,%
10/15/27,,,100.00,%,,,100.00,%,,,85.05,%,,,73.01,%,,,60.04,%,,,45.94,%,,,23.56,%
11/15/27,,,100.00,%,,,100.00,%,,,78.97,%,,,66.93,%,,,54.00,%,,,40.02,%,,,17.81,%
12/15/27,,,100.00,%,,,94.90,%,,,72.98,%,,,60.99,%,,,48.16,%,,,34.35,%,,,12.29,%
01/15/28,,,100.00,%,,,88.91,%,,,67.09,%,,,55.20,%,,,42.50,%,,,28.89,%,,,7.01,%
02/15/28,,,100.00,%,,,82.97,%,,,61.32,%,,,49.56,%,,,37.04,%,,,23.65,%,,,1.96,%
03/15/28,,,100.00,%,,,77.22,%,,,55.75,%,,,44.13,%,,,31.80,%,,,18.64,%,,,0.00,%
04/15/28,,,95.89,%,,,71.83,%,,,50.52,%,,,39.01,%,,,26.82,%,,,13.83,%,,,0.00,%
05/15/28,,,90.87,%,,,66.90,%,,,45.70,%,,,34.26,%,,,22.15,%,,,9.28,%,,,0.00,%
06/15/28,,,85.80,%,,,61.98,%,,,40.95,%,,,29.62,%,,,17.64,%,,,4.92,%,,,0.00,%
07/15/28,,,80.69,%,,,57.08,%,,,36.28,%,,,25.08,%,,,13.26,%,,,0.73,%,,,0.00,%
08/15/28,,,75.54,%,,,52.21,%,,,31.69,%,,,20.66,%,,,9.04,%,,,0.00,%,,,0.00,%
09/15/28,,,70.35,%,,,47.36,%,,,27.17,%,,,16.36,%,,,4.96,%,,,0.00,%,,,0.00,%
10/15/28,,,65.12,%,,,42.53,%,,,22.75,%,,,12.16,%,,,1.03,%,,,0.00,%,,,0.00,%
11/15/28,,,59.84,%,,,37.72,%,,,18.40,%,,,8.09,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/28,,,54.52,%,,,32.93,%,,,14.14,%,,,4.13,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/29,,,49.16,%,,,28.17,%,,,9.96,%,,,0.29,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/29,,,43.76,%,,,23.43,%,,,5.86,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/29,,,38.31,%,,,18.72,%,,,1.86,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
04/15/29,,,32.83,%,,,14.04,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/29,,,27.71,%,,,9.69,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/29,,,23.80,%,,,6.29,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/29,,,19.87,%,,,2.92,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/29,,,15.91,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/29,,,11.91,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/29,,,7.88,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/29,,,3.82,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/29,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life (Years) to Call,,,3.29,,,,2.93,,,,2.59,,,,2.41,,,,2.22,,,,2.02,,,,1.73,
Weighted Average Life (Years) to Maturity,,,3.29,,,,2.93,,,,2.59,,,,2.41,,,,2.22,,,,2.02,,,,1.73,
