0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
January 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
January 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
January 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,0.00,%
June 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,0.00,%
July 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,0.00,%
August 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,0.00,%
September 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,0.00,%,,,0.00,%
October 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,0.00,%,,,0.00,%
November 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,0.00,%,,,0.00,%
December 2028,,,100.00,%,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2029,,,100.00,%,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2029,,,100.00,%,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2029,,,100.00,%,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2029,,,100.00,%,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2029,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2029,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2029,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2029,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2029,,,100.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2029,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
