0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
January 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,96.51,%
September 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,99.57,%,,,90.92,%
October 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,94.34,%,,,84.72,%
November 2027,,,100.00,%,,,100.00,%,,,97.56,%,,,88.52,%,,,78.66,%
December 2027,,,100.00,%,,,100.00,%,,,92.74,%,,,82.83,%,,,72.75,%
January 2028,,,100.00,%,,,100.00,%,,,87.36,%,,,77.26,%,,,66.98,%
February 2028,,,100.00,%,,,96.60,%,,,82.08,%,,,71.81,%,,,61.36,%
March 2028,,,100.00,%,,,92.22,%,,,76.90,%,,,66.48,%,,,55.89,%
April 2028,,,100.00,%,,,87.34,%,,,71.83,%,,,61.29,%,,,50.56,%
May 2028,,,100.00,%,,,82.53,%,,,66.87,%,,,56.21,%,,,45.39,%
June 2028,,,100.00,%,,,77.79,%,,,62.01,%,,,51.27,%,,,40.36,%
July 2028,,,98.32,%,,,73.12,%,,,57.25,%,,,46.46,%,,,35.49,%
August 2028,,,94.28,%,,,68.53,%,,,52.60,%,,,41.77,%,,,30.77,%
September 2028,,,89.81,%,,,64.02,%,,,48.06,%,,,37.22,%,,,26.20,%
October 2028,,,85.36,%,,,59.58,%,,,43.63,%,,,32.80,%,,,21.79,%
November 2028,,,81.25,%,,,55.46,%,,,39.52,%,,,28.68,%,,,17.67,%
December 2028,,,77.25,%,,,51.48,%,,,35.55,%,,,24.72,%,,,13.73,%
January 2029,,,73.26,%,,,47.56,%,,,31.68,%,,,20.89,%,,,9.93,%
February 2029,,,69.29,%,,,43.71,%,,,27.91,%,,,17.18,%,,,6.28,%
March 2029,,,65.34,%,,,39.94,%,,,24.25,%,,,13.59,%,,,2.77,%
April 2029,,,61.41,%,,,36.23,%,,,20.68,%,,,10.12,%,,,0.00,%
May 2029,,,57.50,%,,,32.59,%,,,17.22,%,,,6.78,%,,,0.00,%
June 2029,,,53.61,%,,,29.03,%,,,13.86,%,,,3.56,%,,,0.00,%
July 2029,,,49.74,%,,,25.54,%,,,10.61,%,,,0.47,%,,,0.00,%
August 2029,,,45.90,%,,,22.12,%,,,7.46,%,,,0.00,%,,,0.00,%
September 2029,,,42.07,%,,,18.78,%,,,4.41,%,,,0.00,%,,,0.00,%
October 2029,,,38.27,%,,,15.50,%,,,1.48,%,,,0.00,%,,,0.00,%
November 2029,,,34.71,%,,,12.46,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2029,,,31.24,%,,,9.53,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2030,,,27.79,%,,,6.66,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2030,,,24.36,%,,,3.87,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2030,,,20.95,%,,,1.14,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2030,,,17.56,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2030,,,14.19,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2030,,,10.84,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2030,,,7.51,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2030,,,4.20,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2030,,,0.92,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2030,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,3.47,,,,2.95,,,,2.64,,,,2.44,,,,2.25,
Weighted Average Life to Maturity (years)(1),,,3.47,,,,2.95,,,,2.64,,,,2.44,,,,2.25,
