0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,,,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
January 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
February 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
April 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
May 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
December 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
January 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
February 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
March 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
April 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
May 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
June 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
July 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
August 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
September 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
December 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
January 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,76.40,%
February 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,42.46,%
March 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,10.69,%
April 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
May 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
June 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
July 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
August 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
September 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,79.79,%,,,0.00,%
October 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,56.43,%,,,0.00,%
November 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,34.27,%,,,0.00,%
December 2028,,,100.00,%,,,100.00,%,,100.00,%,,86.06,%,,,13.33,%,,,0.00,%
January 2029,,,100.00,%,,,100.00,%,,100.00,%,,63.85,%,,,0.00,%,,,0.00,%
February 2029,,,100.00,%,,,100.00,%,,100.00,%,,42.64,%,,,0.00,%,,,0.00,%
March 2029,,,100.00,%,,,100.00,%,,100.00,%,,22.43,%,,,0.00,%,,,0.00,%
April 2029,,,100.00,%,,,100.00,%,,89.45,%,,3.24,%,,,0.00,%,,,0.00,%
May 2029,,,100.00,%,,,100.00,%,,66.51,%,,0.00,%,,,0.00,%,,,0.00,%
June 2029,,,100.00,%,,,100.00,%,,44.34,%,,0.00,%,,,0.00,%,,,0.00,%
July 2029,,,100.00,%,,,100.00,%,,25.99,%,,0.00,%,,,0.00,%,,,0.00,%
August 2029,,,100.00,%,,,100.00,%,,10.48,%,,0.00,%,,,0.00,%,,,0.00,%
September 2029,,,100.00,%,,,95.28,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
October 2029,,,100.00,%,,,75.25,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
November 2029,,,100.00,%,,,55.35,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
December 2029,,,100.00,%,,,35.58,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
January 2030,,,84.05,%,,,15.96,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
February 2030,,,58.49,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
March 2030,,,32.76,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
