0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
January 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
April 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
May 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
January 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
February 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
March 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,93.45,%
April 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,97.45,%,,,87.69,%
May 2028,,,100.00,%,,,100.00,%,,,100.00,%,,,92.08,%,,,81.26,%
June 2028,,,100.00,%,,,100.00,%,,,96.14,%,,,86.04,%,,,74.98,%
July 2028,,,100.00,%,,,100.00,%,,,91.18,%,,,80.14,%,,,68.86,%
August 2028,,,100.00,%,,,100.00,%,,,85.59,%,,,74.36,%,,,62.90,%
September 2028,,,100.00,%,,,96.13,%,,,80.12,%,,,68.73,%,,,57.10,%
October 2028,,,100.00,%,,,91.62,%,,,74.76,%,,,63.23,%,,,51.45,%
November 2028,,,100.00,%,,,86.54,%,,,69.51,%,,,57.86,%,,,45.97,%
December 2028,,,100.00,%,,,81.54,%,,,64.37,%,,,52.63,%,,,40.65,%
January 2029,,,100.00,%,,,76.62,%,,,59.35,%,,,47.55,%,,,35.50,%
February 2029,,,99.06,%,,,71.78,%,,,54.45,%,,,42.60,%,,,30.51,%
March 2029,,,95.10,%,,,67.22,%,,,49.82,%,,,37.92,%,,,25.78,%
April 2029,,,90.78,%,,,62.82,%,,,45.37,%,,,33.44,%,,,21.27,%
May 2029,,,86.48,%,,,58.49,%,,,41.02,%,,,29.08,%,,,16.90,%
June 2029,,,82.20,%,,,54.23,%,,,36.78,%,,,24.86,%,,,12.68,%
July 2029,,,77.94,%,,,50.05,%,,,32.65,%,,,20.76,%,,,8.62,%
August 2029,,,73.70,%,,,45.95,%,,,28.63,%,,,16.79,%,,,4.72,%
September 2029,,,69.48,%,,,41.91,%,,,24.72,%,,,12.96,%,,,0.96,%
October 2029,,,65.28,%,,,37.96,%,,,20.91,%,,,9.26,%,,,0.00,%
November 2029,,,61.10,%,,,34.08,%,,,17.22,%,,,5.69,%,,,0.00,%
December 2029,,,56.95,%,,,30.28,%,,,13.64,%,,,2.26,%,,,0.00,%
January 2030,,,52.81,%,,,26.55,%,,,10.17,%,,,0.00,%,,,0.00,%
February 2030,,,48.70,%,,,22.90,%,,,6.81,%,,,0.00,%,,,0.00,%
March 2030,,,44.60,%,,,19.34,%,,,3.57,%,,,0.00,%,,,0.00,%
April 2030,,,40.68,%,,,15.95,%,,,0.52,%,,,0.00,%,,,0.00,%
May 2030,,,36.84,%,,,12.68,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2030,,,33.03,%,,,9.49,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2030,,,29.24,%,,,6.38,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2030,,,25.47,%,,,3.34,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2030,,,21.72,%,,,0.39,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2030,,,17.99,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2030,,,14.28,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2030,,,10.60,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2031,,,6.94,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2031,,,3.30,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2031,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted  Average Life to Optional Purchase (years)(1),,,3.51,,,,2.97,,,,2.64,,,,2.43,,,,2.24,
Weighted  Average Life to Maturity (years)(1),,,3.51,,,,2.97,,,,2.64,,,,2.43,,,,2.24,
