0,1,2,3,4
NOVA  Retail 2-Pack Whole Loan Summary,NOVA  Retail 2-Pack Whole Loan Summary,NOVA  Retail 2-Pack Whole Loan Summary,NOVA  Retail 2-Pack Whole Loan Summary,NOVA  Retail 2-Pack Whole Loan Summary
Note,Original  Balance,Cut-off  Date Balance,Note  Holder,Controlling  Note
A-1-1,"$58,000,000","$58,000,000",WFCM 2026-C66,Yes
A-1-2(1),"$12,000,000","$12,000,000",JPMCB,No
A-2(1),"$20,000,000","$20,000,000",JPMCB,No
A-3(1),"$18,750,000","$18,750,000",Goldman Sachs Bank USA,No
A-4(1),"$18,750,000","$18,750,000",Goldman Sachs Bank USA,No
A-5(1),"$18,750,000","$18,750,000",Goldman Sachs Bank USA,No
A-6(1),"$18,750,000","$18,750,000",Goldman Sachs Bank USA,No
Whole Loan,"$165,000,000","$165,000,000",,
