0,1,2,3,4,5,6,7,8
,,Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),
Payment  Date,,9.05%  Required Rate,9.05%  Required Rate,,,8.80%  Required Rate,8.80%  Required Rate,
January 2029,,$,11198047.14,,,$,10275603.68,
February 2029,,$,10451205.01,,,$,9587177.83,
March 2029,,$,9730478.74,,,$,8923045.72,
April 2029,,$,9036109.46,,,$,8283423.08,
May 2029,,$,8368411.02,,,$,7668593.75,
June 2029,,$,7727703.71,,,$,7078847.52,
July 2029,,$,7114243.17,,,$,6514413.22,
August 2029,,$,6527865.76,,,$,5975124.07,
September 2029,,$,5967780.46,,,$,5460222.19,
October 2029,,$,5433483.85,,,$,4969219.43,
November 2029,,$,4925000.33,,,$,4502126.25,
December 2029,,$,4442644.35,,,$,4059226.39,
January 2030,,$,3986733.27,,,$,3640806.13,
February 2030,,$,3557564.26,,,$,3247132.86,
March 2030,,$,3155412.01,,,$,2878452.25,
April 2030,,$,2780509.38,,,$,2534971.74,
May 2030,,$,2433172.66,,,$,2216976.09,
June 2030,,$,2113712.39,,,$,1924744.80,
July 2030,,$,1822166.74,,,$,1658299.73,
August 2030,,$,1557488.10,,,$,1416642.35,
September 2030,,$,1316746.92,,,$,1196996.68,
October 2030,,$,1097850.48,,,$,997377.81,
November 2030,,$,899928.82,,,$,816964.65,
December 2030,,$,722260.66,,,$,655089.34,
January 2031,,$,564424.56,,,$,511360.55,
February 2031,,$,426435.24,,,$,385785.43,
March 2031,,$,308425.32,,,$,278479.97,
April 2031,,$,210341.75,,,$,189390.31,
May 2031,,$,132372.70,,,$,118683.71,
June 2031,,$,74669.99,,,$,66494.12,
July 2031,,$,37044.91,,,$,32642.78,
August 2031,,$,16755.95,,,$,14596.10,
September 2031,,$,6848.37,,,$,5929.10,
October 2031,,$,2127.36,,,$,1845.22,
November 2031,,$,345.41,,,$,300.07,
December 2031 and thereafter,,$,0.00,,,$,0.00,
