0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,8.50% Required Rate,8.50% Required Rate,,,8.25% Required Rate,8.25% Required Rate,
Closing Date,,$,89668557.46,,,$,83028586.91,
June 2026,,$,84351058.99,,,$,78077135.39,
July 2026,,$,81654451.20,,,$,75566967.64,
August 2026,,$,79006930.42,,,$,73103173.75,
September 2026,,$,76408412.23,,,$,70685649.30,
October 2026,,$,73858701.29,,,$,68314183.06,
November 2026,,$,71357281.47,,,$,65988257.10,
December 2026,,$,68903617.18,,,$,63707334.50,
January 2027,,$,66497697.13,,,$,61471380.66,
February 2027,,$,64139118.49,,,$,59279984.95,
March 2027,,$,61827730.86,,,$,57132979.47,
April 2027,,$,59563879.01,,,$,55030671.34,
May 2027,,$,57348007.75,,,$,52973463.33,
June 2027,,$,55180588.97,,,$,50961784.18,
July 2027,,$,53062111.76,,,$,48996078.13,
August 2027,,$,50992965.38,,,$,47076695.25,
September 2027,,$,48972962.64,,,$,45203439.55,
October 2027,,$,47001901.30,,,$,43376102.44,
November 2027,,$,45079082.46,,,$,41594009.58,
December 2027,,$,43203099.38,,,$,39855828.90,
January 2028,,$,41372795.55,,,$,38160459.23,
February 2028,,$,39585961.23,,,$,36505810.59,
March 2028,,$,37840581.91,,,$,34889978.81,
April 2028,,$,36136310.87,,,$,33312624.24,
May 2028,,$,34473176.04,,,$,31773760.73,
June 2028,,$,32851019.81,,,$,30273223.04,
July 2028,,$,31270108.65,,,$,28811249.66,
August 2028,,$,29730776.18,,,$,27388141.76,
September 2028,,$,28233201.16,,,$,26004052.79,
October 2028,,$,26777243.63,,,$,24658832.26,
November 2028,,$,25363132.40,,,$,23352677.95,
December 2028,,$,23991313.87,,,$,22085993.83,
January 2029,,$,22662187.91,,,$,20859140.71,
February 2029,,$,21375828.46,,,$,19672169.46,
March 2029,,$,20130022.44,,,$,18522949.79,
April 2029,,$,18922379.93,,,$,17409176.73,
May 2029,,$,17752460.08,,,$,16330409.31,
June 2029,,$,16620399.35,,,$,15286758.74,
July 2029,,$,15526588.98,,,$,14278577.17,
August 2029,,$,14471451.30,,,$,13306245.31,
