0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,10.10% Required Rate,10.10% Required Rate,,,9.85% Required Rate,9.85% Required Rate,
November 2027,,$,17446218.34,,,$,16187688.76,
December 2027,,$,16271773.15,,,$,15094256.75,
January 2028,,$,15138849.20,,,$,14039793.98,
February 2028,,$,14047756.90,,,$,13024575.94,
March 2028,,$,12999050.76,,,$,12049110.63,
April 2028,,$,11993216.15,,,$,11113840.24,
May 2028,,$,11030283.79,,,$,10218772.85,
June 2028,,$,10109233.86,,,$,9362913.34,
July 2028,,$,9229073.72,,,$,8545292.35,
August 2028,,$,8389433.80,,,$,7765535.08,
September 2028,,$,7590874.16,,,$,7024153.92,
October 2028,,$,6833971.63,,,$,6321676.91,
November 2028,,$,6119268.40,,,$,5658599.06,
December 2028,,$,5447135.75,,,$,5035254.04,
January 2029,,$,4817641.94,,,$,4451689.31,
February 2029,,$,4230988.00,,,$,3908076.90,
March 2029,,$,3687599.24,,,$,3404801.95,
April 2029,,$,3187670.84,,,$,2942034.44,
May 2029,,$,2730484.00,,,$,2519079.75,
June 2029,,$,2313158.15,,,$,2133192.27,
July 2029,,$,1933126.35,,,$,1781921.09,
August 2029,,$,1588618.99,,,$,1463579.21,
September 2029,,$,1279121.42,,,$,1177682.95,
October 2029,,$,1004195.88,,,$,923820.83,
November 2029,,$,763698.19,,,$,701851.66,
December 2029,,$,557774.82,,,$,511900.98,
January 2030,,$,385867.74,,,$,353441.13,
February 2030,,$,247490.02,,,$,226009.72,
March 2030,,$,142616.53,,,$,129575.41,
April 2030,,$,71090.31,,,$,63998.72,
May 2030,,$,30618.57,,,$,27154.79,
June 2030,,$,11930.89,,,$,10411.35,
July 2030,,$,4428.95,,,$,3861.80,
August 2030,,$,962.49,,,$,838.65,
September 2030 and thereafter,,$,0.00,,,$,0.00,
