0,1,2,3,4
Haven  Leased Fee Portfolio Whole Loan Summary,Haven  Leased Fee Portfolio Whole Loan Summary,Haven  Leased Fee Portfolio Whole Loan Summary,Haven  Leased Fee Portfolio Whole Loan Summary,Haven  Leased Fee Portfolio Whole Loan Summary
Note,Original  Balance,Cut-off  Date Balance,Note  Holder,Controlling  Note
A-1-1,"$40,000,000","$40,000,000",WFCM 2026-5C8,Yes
A-1-2(1),"$28,000,000","$28,000,000",Goldman Sachs Mortgage Company,No
A-1-3(1),"$20,000,000","$20,000,000",Goldman Sachs Mortgage Company,No
A-1-4(1),"$15,000,000","$15,000,000",Goldman Sachs Mortgage Company,No
A-1-5(1),"$9,000,000","$9,000,000",Goldman Sachs Mortgage Company,No
A-2-1(1),"$20,000,000","$20,000,000",MSMCH,No
A-2-2(1),"$20,000,000","$20,000,000",MSMCH,No
A-2-3(1),"$8,000,000","$8,000,000",MSMCH,No
Total,"$160,000,000","$160,000,000",,
