0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,8.10% Required Rate,8.10% Required Rate,,,7.85% Required Rate,7.85% Required Rate,
Closing Date,,$,56951013.34,,,$,52315508.72,
March 2026,,$,53731370.82,,,$,49337068.34,
April 2026,,$,51991451.91,,,$,47728476.52,
May 2026,,$,50287947.96,,,$,46154157.98,
June 2026,,$,48620300.35,,,$,44613556.51,
July 2026,,$,46987429.08,,,$,43105612.93,
August 2026,,$,45387945.78,,,$,41628973.89,
September 2026,,$,43821477.64,,,$,40183263.95,
October 2026,,$,42288006.64,,,$,38768449.85,
November 2026,,$,40787669.85,,,$,37384646.65,
December 2026,,$,39320725.44,,,$,36032085.27,
January 2027,,$,37887448.70,,,$,34711012.54,
February 2027,,$,36488030.82,,,$,33421595.73,
March 2027,,$,35122322.22,,,$,32163681.19,
April 2027,,$,33790151.49,,,$,30937094.46,
May 2027,,$,32491175.59,,,$,29741499.14,
June 2027,,$,31224694.87,,,$,28576225.84,
July 2027,,$,29989705.98,,,$,27440321.71,
August 2027,,$,28784388.89,,,$,26332063.57,
September 2027,,$,27607437.09,,,$,25250213.19,
October 2027,,$,26458009.46,,,$,24193977.98,
November 2027,,$,25334784.69,,,$,23162121.12,
December 2027,,$,24237216.67,,,$,22154125.81,
January 2028,,$,23165144.81,,,$,21169834.46,
February 2028,,$,22118653.32,,,$,20209318.52,
March 2028,,$,21097856.04,,,$,19272676.79,
April 2028,,$,20102859.20,,,$,18360000.25,
May 2028,,$,19133885.12,,,$,17471488.41,
June 2028,,$,18191179.99,,,$,16607362.63,
July 2028,,$,17274976.84,,,$,15767831.32,
August 2028,,$,16385402.96,,,$,14953003.68,
September 2028,,$,15522630.97,,,$,14163030.46,
October 2028,,$,14686911.18,,,$,13398135.44,
November 2028,,$,13878409.17,,,$,12658462.15,
December 2028,,$,13096780.21,,,$,11943671.07,
January 2029,,$,12340296.03,,,$,11252104.81,
February 2029,,$,11606878.23,,,$,10581772.38,
March 2029,,$,10896279.46,,,$,9932423.35,
April 2029,,$,10208697.72,,,$,9304232.91,
