0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"July 15, 2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"August 15, 2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"September 15, 2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"October 15, 2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"November 15, 2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"December 15, 2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"January 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"February 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"March 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"April 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"May 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"June 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"July 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"August 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"September 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"October 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"November 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"December 15, 2026",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"January 15, 2027",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"February 15, 2027",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"March 15, 2027",,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"April 15, 2027",,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"May 15, 2027",,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"June 15, 2027",,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"July 15, 2027",,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"August 15, 2027",,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"September 15, 2027",,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"October 15, 2027",,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"November 15, 2027",,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"December 15, 2027",,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"January 15, 2028",,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"February 15, 2028",,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"March 15, 2028",,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"April 15, 2028",,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"May 15, 2028",,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"June 15, 2028",,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"July 15, 2028",,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"August 15, 2028",,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"September 15, 2028",,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"October 15, 2028",,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"November 15, 2028",,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,
"December 15, 2028",,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,
"January 15, 2029",,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,
"February 15, 2029",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,
,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(2),,4.64,,4.39,,3.98,,3.64,,3.06,,2.73,,4.64,,4.39,,3.98,,3.64,,3.06,,2.73,
Weighted Average Life to Maturity (years)(2),,5.22,,4.93,,4.50,,4.13,,3.50,,3.07,,5.53,,5.35,,4.94,,4.55,,3.85,,3.34,
