0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,8.85% Required Rate,8.85% Required Rate,,,8.60% Required Rate,8.60% Required Rate,
Closing Date,,$,54398557.30,,,$,49832991.45,
June 2025,,$,51659609.31,,,$,47295464.76,
July 2025,,$,49911402.24,,,$,45677029.00,
August 2025,,$,48206053.10,,,$,44099278.73,
September 2025,,$,46542450.91,,,$,42561115.06,
October 2025,,$,44917164.45,,,$,41059193.00,
November 2025,,$,43328264.41,,,$,39591626.58,
December 2025,,$,41775570.02,,,$,38158219.83,
January 2026,,$,40259254.26,,,$,36759120.67,
February 2026,,$,38779557.29,,,$,35394543.04,
March 2026,,$,37336773.07,,,$,34064750.88,
April 2026,,$,35931226.97,,,$,32770039.09,
May 2026,,$,34563201.08,,,$,31510662.28,
June 2026,,$,33232997.39,,,$,30286893.83,
July 2026,,$,31940663.20,,,$,29098763.04,
August 2026,,$,30685635.39,,,$,27945715.14,
September 2026,,$,29466275.91,,,$,26826169.45,
October 2026,,$,28279841.54,,,$,25737488.21,
November 2026,,$,27123608.02,,,$,24677059.90,
December 2026,,$,25995725.65,,,$,23643119.12,
January 2027,,$,24894727.87,,,$,22634270.85,
February 2027,,$,23819555.07,,,$,21649510.10,
March 2027,,$,22769897.95,,,$,20688533.78,
April 2027,,$,21745699.61,,,$,19751276.48,
May 2027,,$,20747037.85,,,$,18837800.91,
June 2027,,$,19774119.55,,,$,17948291.51,
July 2027,,$,18827156.40,,,$,17082936.27,
August 2027,,$,17906399.08,,,$,16241959.91,
September 2027,,$,17012138.30,,,$,15425624.61,
October 2027,,$,16144700.21,,,$,14634225.66,
November 2027,,$,15304416.58,,,$,13868063.44,
December 2027,,$,14491594.72,,,$,13127414.93,
January 2028,,$,13706100.32,,,$,12412137.32,
February 2028,,$,12946932.61,,,$,11721262.68,
March 2028,,$,12212107.10,,,$,11052888.19,
April 2028,,$,11499312.55,,,$,10404800.81,
May 2028,,$,10807519.76,,,$,9776007.67,
June 2028,,$,10136942.85,,,$,9166697.58,
July 2028,,$,9487846.32,,,$,8577107.08,
