0,1,2,3,4
Underwriter,Class A-1,Class A-2,Class A-3,Class X-A
"Wells Fargo Securities, LLC",$	[__],$	[__],$	[__],$	[__]
J.P. Morgan Securities LLC,$	[__],$	[__],$	[__],$	[__]
"SG Americas Securities, LLC",$	[__],$	[__],$	[__],$	[__]
Goldman Sachs & Co. LLC,$	[__],$	[__],$	[__],$	[__]
Barclays Capital Inc.,$	[__],$	[__],$	[__],$	[__]
"Academy Securities, Inc.",$	[__],$	[__],$	[__],$	[__]
"Drexel Hamilton, LLC",$	[__],$	[__],$	[__],$	[__]
Natixis Securities Americas LLC,$	[__],$	[__],$	[__],$	[__]
"Siebert Williams Shank & Co., LLC",$	[__],$	[__],$	[__],$	[__]
Total,$	[__],$	[__],$	[__],$	[__]
Underwriter,Class X-B,Class A-S,Class B,
"Wells Fargo Securities, LLC",$	[__],$	[__],$	[__],
J.P. Morgan Securities LLC,$	[__],$	[__],$	[__],
"SG Americas Securities, LLC",$	[__],$	[__],$	[__],
Goldman Sachs & Co. LLC,$	[__],$	[__],$	[__],
Barclays Capital Inc.,$	[__],$	[__],$	[__],
"Academy Securities, Inc.",$	[__],$	[__],$	[__],
"Drexel Hamilton, LLC",$	[__],$	[__],$	[__],
Natixis Securities Americas LLC,$	[__],$	[__],$	[__],
"Siebert Williams Shank & Co., LLC",$	[__],$	[__],$	[__],
Total,$	[__],$	[__],$	[__],
