0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,8.50% Required Rate,8.50% Required Rate,,,8.25% Required Rate,8.25% Required Rate,
September 2029,,$,13455275.09,,,$,12370019.81,
October 2029,,$,12478161.54,,,$,11469981.52,
November 2029,,$,11540401.17,,,$,10606387.32,
December 2029,,$,10642381.73,,,$,9779585.97,
January 2030,,$,9784438.53,,,$,8989878.69,
February 2030,,$,8966653.89,,,$,8237329.11,
March 2030,,$,8187798.65,,,$,7520761.61,
April 2030,,$,7446794.37,,,$,6839140.76,
May 2030,,$,6743528.15,,,$,6192346.50,
June 2030,,$,6077724.90,,,$,5580106.16,
July 2030,,$,5449720.69,,,$,5002719.15,
August 2030,,$,4859794.36,,,$,4460431.87,
September 2030,,$,4307833.41,,,$,3953132.45,
October 2030,,$,3792994.47,,,$,3480022.93,
November 2030,,$,3315174.18,,,$,3040992.98,
December 2030,,$,2874636.37,,,$,2636279.12,
January 2031,,$,2471391.15,,,$,2265890.83,
February 2031,,$,2104987.17,,,$,1929417.29,
March 2031,,$,1773015.90,,,$,1624627.66,
April 2031,,$,1473522.38,,,$,1349695.59,
May 2031,,$,1205529.98,,,$,1103718.35,
June 2031,,$,967034.69,,,$,884858.60,
July 2031,,$,757080.20,,,$,692238.12,
August 2031,,$,575032.72,,,$,525269.66,
September 2031,,$,420543.50,,,$,383637.70,
October 2031,,$,292063.01,,,$,265919.29,
November 2031,,$,188674.72,,,$,171269.84,
December 2031,,$,109940.86,,,$,99285.86,
January 2032,,$,55491.82,,,$,49651.29,
February 2032,,$,24747.11,,,$,21838.92,
March 2032,,$,10358.07,,,$,9027.90,
April 2032,,$,3855.46,,,$,3357.60,
May 2032,,$,907.78,,,$,793.16,
June 2032,,$,57.86,,,$,50.28,
July 2032 and thereafter,,$,0.00,,,$,0.00,
