0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2024",,,81.17,,76.19,,70.54,,66.70,,63.72,,58.25
"September 15, 2024",,,73.61,,66.28,,57.97,,52.34,,48.02,,40.89
"October 15, 2024",,,65.99,,56.40,,45.54,,38.22,,32.65,,23.87
"November 15, 2024",,,58.31,,46.56,,33.27,,24.33,,17.64,,7.20
"December 15, 2024",,,50.58,,36.75,,21.14,,10.68,,2.98,,0.00
"January 15, 2025",,,42.78,,26.98,,9.17,,0.00,,0.00,,0.00
"February 15, 2025",,,34.92,,17.25,,0.00,,0.00,,0.00,,0.00
"March 15, 2025",,,27.21,,7.73,,0.00,,0.00,,0.00,,0.00
"April 15, 2025",,,19.49,,0.00,,0.00,,0.00,,0.00,,0.00
"May 15, 2025",,,11.72,,0.00,,0.00,,0.00,,0.00,,0.00
"June 15, 2025",,,3.89,,0.00,,0.00,,0.00,,0.00,,0.00
"July 15, 2025",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,0.43,,0.32,,0.24,,0.20,,0.18,,0.15
Weighted Average Life to Maturity (Years)(2),,,0.43,,0.32,,0.24,,0.20,,0.18,,0.15
