0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,9.25% Required Rate,9.25% Required Rate,,,9.00% Required Rate,9.00% Required Rate,
April 2028,,$,10676801.34,,,$,9750016.19,
May 2028,,$,9934710.88,,,$,9069427.33,
June 2028,,$,9220567.18,,,$,8414730.28,
July 2028,,$,8534703.53,,,$,7786225.34,
August 2028,,$,7877206.20,,,$,7183978.76,
September 2028,,$,7247463.64,,,$,6607393.88,
October 2028,,$,6644815.64,,,$,6055825.35,
November 2028,,$,6069014.10,,,$,5529023.00,
December 2028,,$,5520098.30,,,$,5027008.83,
January 2029,,$,4997871.17,,,$,4549582.93,
February 2029,,$,4502629.41,,,$,4097010.34,
March 2029,,$,4034706.19,,,$,3669590.87,
April 2029,,$,3594437.40,,,$,3267626.58,
May 2029,,$,3182151.14,,,$,2891412.15,
June 2029,,$,2798180.84,,,$,2541246.78,
July 2029,,$,2442830.79,,,$,2217402.20,
August 2029,,$,2116035.50,,,$,1919803.83,
September 2029,,$,1816203.05,,,$,1646941.44,
October 2029,,$,1541690.42,,,$,1397254.12,
November 2029,,$,1291506.08,,,$,1169801.32,
December 2029,,$,1064937.42,,,$,963915.64,
January 2030,,$,860713.29,,,$,778410.58,
February 2030,,$,678696.06,,,$,613157.26,
March 2030,,$,519014.84,,,$,468269.14,
April 2030,,$,381718.58,,,$,343788.83,
May 2030,,$,267052.48,,,$,239935.27,
June 2030,,$,175286.20,,,$,156948.79,
July 2030,,$,106624.38,,,$,95009.96,
August 2030,,$,60322.50,,,$,53425.11,
September 2030,,$,31652.23,,,$,27840.96,
October 2030,,$,14875.65,,,$,12977.38,
November 2030,,$,6017.56,,,$,5186.35,
December 2030,,$,2504.84,,,$,2148.73,
January 2031,,$,863.86,,,$,741.70,
February 2031,,$,146.15,,,$,127.57,
March 2031,,$,13.11,,,$,11.54,
April 2031 and thereafter,,$,0.00,,,$,0.00,
