0,1,2,3,4
Mortgage  Loan / Mortgaged Property,% of the  Initial Pool Balance by Allocated Loan Amount,Owner Occupied,Lease Expiration  Date,Maturity  Date
BioMed MIT Portfolio – 40 Landsdowne,1.5%,No,6/30/2030,6/9/2035
BioMed MIT Portfolio – 35 Landsdowne,1.4%,No,6/30/2030,6/9/2035
BioMed MIT Portfolio – 65 Landsdowne,1.0%,No,8/31/2026,6/9/2035
BioMed MIT Portfolio – 88 Sidney,0.8%,No,2/29/2028,6/9/2035
MRN Portfolio – Buckeye Building,0.7%,No,6/30/2028,10/6/2035
MRN Portfolio – Woolworth,0.7%,No,7/31/2026,10/6/2035
Coastal Equities Portfolio – The Home Depot,0.7%,No,11/30/2028,5/1/2035
MRN Portfolio – Kresge Building,0.6%,No,12/31/2030,10/6/2035
MRN Portfolio – 413 Prospect,0.2%,No,11/30/2028,10/6/2035
MRN Portfolio – Sincere Retail,0.2%,No,7/18/2030,10/6/2035
MRN Portfolio – Corts Building,0.2%,No,6/5/2035,10/6/2035
MRN Portfolio – Commercial Building,0.1%,No,12/31/2031,10/6/2035
MRN Portfolio – 2050 East 4th,0.1%,No,8/31/2029,10/6/2035
