0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,9.10% Required Rate,9.10% Required Rate,,,8.85% Required Rate,8.85% Required Rate,
December 2028,,$,13306206.64,,,$,12189769.95,
January 2029,,$,12368703.76,,,$,11326974.76,
February 2029,,$,11466971.28,,,$,10497411.89,
March 2029,,$,10601435.15,,,$,9701466.12,
April 2029,,$,9772493.27,,,$,8939495.81,
May 2029,,$,8980073.04,,,$,8211414.90,
June 2029,,$,8223224.75,,,$,7516308.71,
July 2029,,$,7500950.23,,,$,6853217.73,
August 2029,,$,6812658.60,,,$,6221567.51,
September 2029,,$,6158712.78,,,$,5621684.39,
October 2029,,$,5539511.73,,,$,5053927.03,
November 2029,,$,4955409.73,,,$,4518614.26,
December 2029,,$,4406814.81,,,$,4016113.31,
January 2030,,$,3894137.96,,,$,3546793.99,
February 2030,,$,3417808.26,,,$,3111042.56,
March 2030,,$,2978247.55,,,$,2709238.40,
April 2030,,$,2575819.00,,,$,2341705.77,
May 2030,,$,2209993.16,,,$,2007934.14,
June 2030,,$,1878616.83,,,$,1705882.25,
July 2030,,$,1577886.32,,,$,1431939.27,
August 2030,,$,1304877.29,,,$,1183348.40,
September 2030,,$,1058912.65,,,$,959480.35,
October 2030,,$,839099.03,,,$,759509.42,
November 2030,,$,644977.99,,,$,583014.97,
December 2030,,$,476791.36,,,$,430212.03,
January 2031,,$,334812.08,,,$,301344.23,
February 2031,,$,219323.16,,,$,196662.85,
March 2031,,$,130605.45,,,$,116416.95,
April 2031,,$,68811.06,,,$,60738.37,
May 2031,,$,31744.84,,,$,27606.16,
June 2031,,$,13468.05,,,$,11548.09,
July 2031,,$,5281.29,,,$,4520.40,
August 2031,,$,1331.20,,,$,1139.14,
September 2031,,$,81.42,,,$,69.19,
October 2031 and thereafter,,$,0.00,,,$,0.00,
