0,1,2,3,4
Vertex  HQ Whole Loan Summary,Vertex  HQ Whole Loan Summary,Vertex  HQ Whole Loan Summary,Vertex  HQ Whole Loan Summary,Vertex  HQ Whole Loan Summary
Note,Original  Balance,Cut-off  Date Balance,Note  Holder,Controlling  Note
A-1-1,"$98,920,000","$98,920,000",VRTX 2025-HQ,Yes
A-1-2-1(1),"$60,000,000","$60,000,000",MSBNA,No
A-1-2-2(1),"$64,600,000","$64,600,000",MSBNA,No
A-2-1,"$49,460,000","$49,460,000",VRTX 2025-HQ,No
A-2-2-A,"$24,000,000","$24,000,000",BBCMS 2025-5C37(2),No
A-2-2-B(1),"$21,000,000","$21,000,000",BMO,No
A-2-2-C(1),"$10,000,000","$10,000,000",BMO,No
A-2-2-D,"$7,300,000","$7,300,000",BBCMS 2025-5C37(2),No
A-3-1,"$49,460,000","$49,460,000",VRTX 2025-HQ,No
A-3-2-A,"$38,700,000","$38,700,000",BBCMS 2025-5C37(2),No
A-3-2-B(1),"$23,600,000","$23,600,000",GS Bank,No
A-4-1,"$49,460,000","$49,460,000",VRTX 2025-HQ,No
A-4-2-A,"$32,300,000","$32,300,000",WFCM 2025-5C6,No
A-4-2-B(1),"$30,000,000","$30,000,000",JPMCB,No
Senior Loan,"$558,800,000","$558,800,000",,
B-1,"$42,920,000","$42,920,000",VRTX 2025-HQ,No
B-2,"$21,460,000","$21,460,000",VRTX 2025-HQ,No
B-3,"$21,460,000","$21,460,000",VRTX 2025-HQ,No
B-4,"$21,460,000","$21,460,000",VRTX 2025-HQ,No
C-1,"$46,720,000","$46,720,000",VRTX 2025-HQ,No
C-2,"$23,360,000","$23,360,000",VRTX 2025-HQ,No
C-3,"$23,360,000","$23,360,000",VRTX 2025-HQ,No
C-4,"$23,360,000","$23,360,000",VRTX 2025-HQ,No
D-1,"$55,200,000","$55,200,000",VRTX 2025-HQ,No
D-2,"$27,600,000","$27,600,000",VRTX 2025-HQ,No
D-3,"$27,600,000","$27,600,000",VRTX 2025-HQ,No
D-4,"$27,600,000","$27,600,000",VRTX 2025-HQ,No
E-1,"$31,640,000","$31,640,000",VRTX 2025-HQ,No
E-2,"$15,820,000","$15,820,000",VRTX 2025-HQ,No
E-3,"$15,820,000","$15,820,000",VRTX 2025-HQ,No
E-4,"$15,820,000","$15,820,000",VRTX 2025-HQ,No
Whole Loan,"$1,000,000,000","$1,000,000,000",,
