0,1,2,3,4
Whole  Loan Summary,Whole  Loan Summary,Whole  Loan Summary,Whole  Loan Summary,Whole  Loan Summary
Note,Original  Balance,Cut-off  Date Balance,Note  Holder,Controlling  Piece
A-1-1,"$29,100,000","$29,100,000",BMO 2025-C12,Yes
A-1-2,"$10,900,000","$10,900,000",BBCMS 2025-C35,No
A-1-3,"$15,000,000","$15,000,000",BBCMS 2025-C35,No
A-1-4,"$15,000,000","$15,000,000",BBCMS 2025-C35,No
A-1-5,"$15,000,000","$15,000,000",Benchmark 2025-B41,No
A-1-6,"$10,000,000","$10,000,000",Benchmark 2025-B41,No
A-1-7,"$10,000,000","$10,000,000",Benchmark 2025-B41,No
A-1-8,"$8,333,334","$8,333,334",Benchmark 2025-B41,No
A-2-1,"$17,000,000","$17,000,000",BMO 2025-C12,No
A-2-2-1-A,"$11,450,000","$11,450,000",Benchmark 2025-B41,No
A-2-2-1-B,"$5,100,000","$5,100,000",WFCM 2025-C65,No
A-2-2-2,"$450,000","$450,000",BMO 2025-C12,No
A-2-3,"$17,000,000","$17,000,000",BBCMS 2025-C35,No
A-2-4-1,"$12,100,000","$12,100,000",BBCMS 2025-C35,No
A-2-4-2,"$4,900,000","$4,900,000",WFCM 2025-C65,No
A-3-1A,"$24,500,000","$24,500,000",BANK 2025-BNK50,No
A-3-1B,"$15,500,000","$15,500,000",WFCM 2025-C65,No
A-3-2,"$5,333,333","$5,333,333",WFCM 2025-C65,No
A-4-1,"$17,450,000","$17,450,000",BMO 2025-C12,No
A-4-2,"$12,000,000","$12,000,000",BMO 2025-C13,No
A-4-3(1),"$3,550,000","$3,550,000",BMO,No
A-4-4,"$9,000,000","$9,000,000",BMO 2025-C13,No
A-4-5,"$9,000,000","$9,000,000",BMO 2025-C13,No
A-4-6,"$6,000,000","$6,000,000",BMO 2025-C13,No
A-4-7(1),"$6,000,000","$6,000,000",BMO,No
A-4-8,"$5,000,000","$5,000,000",BMO 2025-C13,No
A-5-1-1,"$24,500,000","$24,500,000",BANK 2025-BNK50,No
A-5-1-2,"$20,833,333","$20,833,333",MSBAM 2025-C35,No
Whole Loan,"$340,000,000","$340,000,000",,
