0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"April 15, 2026",,100.00,,100.00,,100.00,,100.00,,84.94,,68.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"May 15, 2026",,100.00,,100.00,,100.00,,97.88,,77.88,,60.58,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"June 15, 2026",,100.00,,100.00,,100.00,,92.49,,71.03,,53.41,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"July 15, 2026",,100.00,,100.00,,100.00,,86.17,,64.39,,46.51,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"August 15, 2026",,100.00,,100.00,,94.68,,80.27,,58.17,,40.04,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"September 15, 2026",,100.00,,100.00,,90.05,,74.52,,52.16,,33.82,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"October 15, 2026",,100.00,,100.00,,84.58,,68.90,,46.34,,27.84,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"November 15, 2026",,100.00,,100.00,,79.20,,63.42,,40.71,,22.11,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"December 15, 2026",,100.00,,97.65,,73.91,,58.07,,35.29,,16.63,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"January 15, 2027",,100.00,,93.26,,68.72,,52.86,,30.06,,11.39,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"February 15, 2027",,100.00,,88.13,,63.61,,47.78,,25.02,,6.41,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"March 15, 2027",,100.00,,83.23,,58.76,,42.97,,20.29,,2.29,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"April 15, 2027",,100.00,,78.35,,54.00,,38.30,,15.75,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,88.87,
"May 15, 2027",,95.28,,73.50,,49.33,,33.76,,11.40,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,63.51,
"June 15, 2027",,90.82,,68.68,,44.76,,29.35,,7.25,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"July 15, 2027",,85.95,,64.04,,40.39,,25.17,,3.35,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"August 15, 2027",,81.38,,59.70,,36.33,,21.29,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,98.39,,0.00,
"September 15, 2027",,76.81,,55.42,,32.37,,17.55,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,75.24,,0.00,
"October 15, 2027",,72.21,,51.15,,28.49,,13.94,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,53.31,,0.00,
"November 15, 2027",,67.59,,46.92,,24.70,,10.45,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"December 15, 2027",,62.93,,42.71,,21.00,,7.09,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"January 15, 2028",,58.25,,38.53,,17.38,,3.85,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"February 15, 2028",,53.54,,34.37,,13.85,,0.74,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"March 15, 2028",,48.89,,30.31,,10.46,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,85.00,,0.00,,0.00,
"April 15, 2028",,44.25,,26.31,,7.17,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,65.90,,0.00,,0.00,
"May 15, 2028",,40.15,,22.76,,4.24,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"June 15, 2028",,36.02,,19.24,,1.39,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"July 15, 2028",,31.87,,15.74,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,90.51,,0.00,,0.00,,0.00,
"August 15, 2028",,27.86,,12.39,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,72.70,,0.00,,0.00,,0.00,
"September 15, 2028",,24.02,,9.21,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"October 15, 2028",,20.15,,6.04,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"November 15, 2028",,16.25,,2.90,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"December 15, 2028",,12.33,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,98.51,,0.00,,0.00,,0.00,,0.00,
"January 15, 2029",,8.39,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,77.40,,0.00,,0.00,,0.00,,0.00,
"February 15, 2029",,4.42,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,
"March 15, 2029",,1.15,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,
"April 15, 2029",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,88.41,,0.00,,0.00,,0.00,,0.00,,0.00,
"May 15, 2029",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,
,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(2),,3.54,,3.17,,2.74,,2.46,,2.10,,1.85,,4.64,,4.38,,3.96,,3.61,,3.09,,2.70,
Weighted Average Life to Maturity (years)(2),,3.54,,3.17,,2.74,,2.46,,2.10,,1.85,,4.78,,4.49,,4.06,,3.69,,3.13,,2.74,
