0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,9.25% Required Rate,9.25% Required Rate,,,9.00% Required Rate,9.00% Required Rate,
Closing Date,,$,80311393.14,,,$,74204662.22,
February 2025,,$,77939666.66,,,$,71994470.42,
March 2025,,$,75430915.18,,,$,69657087.95,
April 2025,,$,72968358.52,,,$,67363567.71,
May 2025,,$,70552591.28,,,$,65114458.91,
June 2025,,$,68182937.98,,,$,62909085.79,
July 2025,,$,65859481.78,,,$,60747503.97,
August 2025,,$,63582211.12,,,$,58629675.24,
September 2025,,$,61351387.19,,,$,56555826.97,
October 2025,,$,59167488.65,,,$,54526396.36,
November 2025,,$,57031022.89,,,$,52541848.09,
December 2025,,$,54942509.38,,,$,50602658.08,
January 2026,,$,52902481.27,,,$,48709314.81,
February 2026,,$,50911278.83,,,$,46862122.41,
March 2026,,$,48968029.83,,,$,45060224.98,
April 2026,,$,47071240.95,,,$,43302175.42,
May 2026,,$,45219593.90,,,$,41586694.78,
June 2026,,$,43411198.83,,,$,39911968.63,
July 2026,,$,41644396.56,,,$,38276408.75,
August 2026,,$,39917448.60,,,$,36678350.45,
September 2026,,$,38229034.04,,,$,35116530.89,
October 2026,,$,36578810.06,,,$,33590610.74,
November 2026,,$,34966668.50,,,$,32100474.14,
December 2026,,$,33392856.93,,,$,30646341.79,
January 2027,,$,31857674.79,,,$,29228482.02,
February 2027,,$,30361513.43,,,$,27847249.24,
March 2027,,$,28904817.74,,,$,26503048.62,
April 2027,,$,27488065.54,,,$,25196316.22,
May 2027,,$,26111725.11,,,$,23927478.59,
June 2027,,$,24776295.09,,,$,22696990.53,
July 2027,,$,23482222.20,,,$,21505257.04,
August 2027,,$,22229246.71,,,$,20352007.17,
September 2027,,$,21015149.00,,,$,19235091.94,
October 2027,,$,19837482.60,,,$,18152144.87,
November 2027,,$,18694830.40,,,$,17101786.28,
December 2027,,$,17586758.14,,,$,16083580.34,
January 2028,,$,16511957.45,,,$,15096256.79,
February 2028,,$,15470790.37,,,$,14140140.38,
March 2028,,$,14463658.55,,,$,13215592.99,
