0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,10.10% Required Rate,10.10% Required Rate,,,9.85% Required Rate,9.85% Required Rate,
November 2027,,$,13846566.15,,,$,12849636.39,
December 2027,,$,12914729.25,,,$,11981939.06,
January 2028,,$,12015775.40,,,$,11145107.97,
February 2028,,$,11149969.65,,,$,10339379.84,
March 2028,,$,10317747.42,,,$,9565153.45,
April 2028,,$,9519499.42,,,$,8822785.20,
May 2028,,$,8755269.06,,,$,8112299.89,
June 2028,,$,8024296.74,,,$,7432955.45,
July 2028,,$,7325780.12,,,$,6783968.50,
August 2028,,$,6659415.25,,,$,6165030.51,
September 2028,,$,6025647.64,,,$,5576549.25,
October 2028,,$,5424934.76,,,$,5018943.51,
November 2028,,$,4857715.13,,,$,4492614.05,
December 2028,,$,4324282.27,,,$,3997824.43,
January 2029,,$,3824689.79,,,$,3534611.60,
February 2029,,$,3359109.65,,,$,3103124.35,
March 2029,,$,2927880.40,,,$,2703669.53,
April 2029,,$,2531136.85,,,$,2336363.18,
May 2029,,$,2168305.28,,,$,2000651.02,
June 2029,,$,1837099.15,,,$,1694354.09,
July 2029,,$,1535464.67,,,$,1415509.80,
August 2029,,$,1262018.13,,,$,1162798.83,
September 2029,,$,1016338.95,,,$,935826.48,
October 2029,,$,798092.30,,,$,734277.24,
November 2029,,$,607160.24,,,$,558036.15,
December 2029,,$,443653.22,,,$,407197.20,
January 2030,,$,307105.69,,,$,281319.15,
February 2030,,$,197147.65,,,$,180050.72,
March 2030,,$,113767.23,,,$,103374.01,
April 2030,,$,56861.34,,,$,51197.95,
May 2030,,$,24617.04,,,$,21842.20,
June 2030,,$,9618.29,,,$,8399.21,
July 2030,,$,3575.88,,,$,3120.44,
August 2030,,$,781.70,,,$,681.74,
September 2030 and thereafter,,$,0.00,,,$,0.00,
