0,1,2,3,4
CityCenter  (Aria & Vdara) Whole Loan Summary,CityCenter  (Aria & Vdara) Whole Loan Summary,CityCenter  (Aria & Vdara) Whole Loan Summary,CityCenter  (Aria & Vdara) Whole Loan Summary,CityCenter  (Aria & Vdara) Whole Loan Summary
Note,Original  Balance,Cut-off  Date Balance,Note  Holder,Controlling  Note
A-1,"$779,120,000","$779,120,000",BX 2025-ARIA,Yes
A-2,"$389,560,000","$389,560,000",BX 2025-ARIA,No
A-3,"$389,560,000","$389,560,000",BX 2025-ARIA,No
A-4,"$389,560,000","$389,560,000",BX 2025-ARIA,No
A-5-1,"$54,000,000","$54,000,000","JPMorgan Chase Bank, National Association(1)",No
A-5-2,"$2,000,000","$2,000,000","JPMorgan Chase Bank, National Association(1)",No
A-6,"$40,000,000","$40,000,000",BMO 2025-5C13,No
A-7,"$48,000,000","$48,000,000",BANK5 2026-5YR20(4),No
A-8,"$48,000,000","$48,000,000",BANK5 2026-5YR20(4),No
A-9-1,"$35,000,000","$35,000,000",WFCM 2026-5C8,No
A-9-2,"$13,000,000","$13,000,000","JPMorgan Chase Bank, National Association(1)",No
A-10,"$30,000,000","$30,000,000",Citi Real Estate Funding Inc.(1),No
A-11,"$25,000,000","$25,000,000",BBCMS 2026-5C40(2),No
A-12,"$25,000,000","$25,000,000",BMARK 2026-V20(3),No
A-13,"$20,000,000","$20,000,000",WFCM 2026-5C8,No
A-14,"$20,000,000","$20,000,000",WFCM 2026-5C8,No
A-15,"$25,000,000","$25,000,000",BBCMS 2026-5C40(2),No
A-16,"$25,000,000","$25,000,000",BMARK 2026-V20(3),No
A-17,"$25,000,000","$25,000,000",German American Capital Corporation(1),No
A-18,"$25,000,000","$25,000,000",German American Capital Corporation(1),No
A-19,"$20,000,000","$20,000,000",German American Capital Corporation(1),No
A-20-1,"$25,000,000","$25,000,000",BMARK 2026-V20(3),No
A-20-2,"$25,000,000","$25,000,000",Goldman Sachs Mortgage Company(1),No
A-21,"$30,000,000","$30,000,000",Goldman Sachs Mortgage Company(1),No
A-22,"$25,000,000","$25,000,000",BBCMS 2026-5C40(2),No
A-23,"$10,000,000","$10,000,000",Goldman Sachs Mortgage Company(1),No
A-24,"$5,000,000","$5,000,000",Goldman Sachs Mortgage Company(1),No
B-1,"$360,880,000","$360,880,000",BX 2025-ARIA,No
B-2,"$180,440,000","$180,440,000",BX 2025-ARIA,No
B-3,"$180,440,000","$180,440,000",BX 2025-ARIA,No
B-4,"$180,440,000","$180,440,000",BX 2025-ARIA,No
Whole Loan,"$3,450,000,000","$3,450,000,000",,
