0,1,2,3,4
Cutoff  Date,"$76,311,716.28",,December  2029,"$5,681,892.22"
July  2026,73380906.66,,January  2030,5128359.18
August  2026,70519207.48,,February  2030,4613092.62
September  2026,67727099.06,,March  2030,4134578.68
October  2026,65003090.77,,April  2030,3691303.78
November  2026,62346172.93,,May  2030,3282090.97
December  2026,59755497.21,,June  2030,2905570.35
January  2027,57230865.30,,July  2030,2560584.44
February  2027,54771580.79,,August  2030,2246119.06
March  2027,52376330.24,,September  2030,1961503.76
April  2027,50044329.37,,October  2030,1706079.50
May  2027,47775216.92,,November  2030,1479230.43
June  2027,45568647.35,,December  2030,1280222.98
July  2027,43424090.23,,January  2031,1108382.83
August  2027,41341208.10,,February  2031,961727.19
September  2027,39319546.15,,March  2031,835515.96
October  2027,37358639.67,,April  2031,724980.77
November  2027,35457782.06,,May  2031,627784.38
December  2027,33615843.84,,June  2031,541384.24
January  2028,31831753.01,,July  2031,464310.51
February  2028,30104521.73,,August  2031,395768.77
March  2028,28433633.63,,September  2031,335492.69
April  2028,26818728.15,,October  2031,283054.29
May  2028,25259539.64,,November  2031,237889.42
June  2028,23755852.95,,December  2031,199137.13
July  2028,22307416.14,,January  2032,165784.11
