0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
"February 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"March 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"April 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"May 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"June 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"July 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"August 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"September 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,90.74,90.74,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"October 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,83.61,83.61,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"November 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,92.87,92.87,74.83,74.83,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"December 15, 2027",100.00,100.00,100.00,100.00,100.00,100.00,100.00,86.72,86.72,66.37,66.37,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"January 15, 2028",100.00,100.00,100.00,100.00,100.00,100.00,100.00,79.04,79.04,58.23,58.23,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"February 15, 2028",100.00,100.00,100.00,100.00,100.00,94.62,94.62,71.77,71.77,50.53,50.53,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"March 15, 2028",100.00,100.00,100.00,100.00,100.00,89.55,89.55,64.73,64.73,43.14,43.14,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"April 15, 2028",100.00,100.00,100.00,98.38,98.38,83.11,83.11,57.95,57.95,36.07,36.07,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"May 15, 2028",100.00,100.00,100.00,93.68,93.68,76.84,76.84,51.40,51.40,29.31,29.31,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"June 15, 2028",100.00,100.00,100.00,87.71,87.71,70.73,70.73,45.10,45.10,22.85,22.85,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"July 15, 2028",100.00,100.00,100.00,81.85,81.85,64.77,64.77,39.03,39.03,16.71,16.71,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"August 15, 2028",100.00,100.00,100.00,76.09,76.09,58.98,58.98,33.21,33.21,10.88,10.88,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"September 15, 2028",100.00,94.80,94.80,70.44,70.44,53.35,53.35,27.62,27.62,5.37,5.37,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"October 15, 2028",100.00,90.24,90.24,64.91,64.91,47.88,47.88,22.29,22.29,1.40,1.40,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,
"November 15, 2028",100.00,84.66,84.66,59.48,59.48,42.58,42.58,17.20,17.20,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,85.04,85.04,
"December 15, 2028",100.00,79.14,79.14,54.19,54.19,37.45,37.45,12.36,12.36,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,62.43,62.43,
"January 15, 2029",94.87,73.73,73.73,49.06,49.06,32.55,32.55,7.82,7.82,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,
"February 15, 2029",90.10,68.41,68.41,44.10,44.10,27.84,27.84,3.54,3.54,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,
"March 15, 2029",84.48,63.14,63.14,39.24,39.24,23.30,23.30,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,96.85,96.85,0.00,0.00,
"April 15, 2029",79.14,58.15,58.15,34.69,34.69,19.06,19.06,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,73.51,73.51,0.00,0.00,
"May 15, 2029",73.89,53.29,53.29,30.32,30.32,15.05,15.05,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,
"June 15, 2029",68.61,48.46,48.46,26.05,26.05,11.18,11.18,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,
"July 15, 2029",63.29,43.66,43.66,21.88,21.88,7.48,7.48,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,
"August 15, 2029",58.74,39.52,39.52,18.23,18.23,4.16,4.16,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,
"September 15, 2029",54.16,35.40,35.40,14.65,14.65,0.97,0.97,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,
"October 15, 2029",49.55,31.31,31.31,11.17,11.17,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,86.88,86.88,0.00,0.00,0.00,0.00,
"November 15, 2029",44.91,27.24,27.24,7.78,7.78,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,68.49,68.49,0.00,0.00,0.00,0.00,
"December 15, 2029",40.42,23.34,23.34,4.57,4.57,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,
"January 15, 2030",36.27,19.75,19.75,1.63,1.63,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,
"February 15, 2030",32.11,16.18,16.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,92.25,92.25,0.00,0.00,0.00,0.00,0.00,0.00,
"March 15, 2030",27.92,12.65,12.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,74.79,74.79,0.00,0.00,0.00,0.00,0.00,0.00,
"April 15, 2030",23.70,9.13,9.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"May 15, 2030",19.63,5.77,5.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"June 15, 2030",15.53,2.44,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"July 15, 2030",11.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,94.51,94.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"August 15, 2030",7.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,73.86,73.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"September 15, 2030",3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"October 15, 2030",0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,100.0,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"November 15, 2030",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,81.52,81.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
"December 15, 2030",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life  to Call (years)(2),3.38,3.04,3.04,2.64,2.64,2.36,2.36,1.99,1.99,1.72,1.72,,,4.46,4.46,4.20,4.20,3.78,3.78,3.44,3.44,2.87,2.87,2.52,2.52,
Weighted Average Life  to Maturity (years)(2),3.38,3.04,3.04,2.64,2.64,2.36,2.36,1.99,1.99,1.72,1.72,,,4.59,4.59,4.30,4.30,3.90,3.90,3.54,3.54,2.95,2.95,2.57,2.57,
,,,,,,,,,,,,,,,,,,,,,,,,,,
