0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class  A-3,Class  A-3,Class  A-3,Class  A-3,Class  A-3,Class  A-3,Class  A-3,Class  A-3,Class  A-3,Class  A-3,,,Class  A-4,Class  A-4,Class  A-4,Class  A-4,Class  A-4,Class  A-4,Class  A-4,Class  A-4,Class  A-4,Class  A-4,Class  A-4
Payment  Date,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%
Closing  Date,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15,  2024",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"January 15,  2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15,  2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"March 15,  2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15,  2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15,  2025",,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15,  2025",,100.00,,100.00,,100.00,,100.00,,100.00,,92.81,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15,  2025",,100.00,,100.00,,100.00,,100.00,,100.00,,84.59,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15,  2025",,100.00,,100.00,,100.00,,100.00,,92.98,,76.69,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15,  2025",,100.00,,100.00,,100.00,,100.00,,85.81,,69.04,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15,  2025",,100.00,,100.00,,100.00,,99.24,,78.83,,61.66,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15,  2025",,100.00,,100.00,,100.00,,92.90,,72.06,,54.54,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15,  2025",,100.00,,100.00,,100.00,,86.70,,65.50,,47.68,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"January 15,  2026",,100.00,,100.00,,95.31,,80.64,,59.14,,41.08,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15,  2026",,100.00,,100.00,,89.55,,74.71,,52.99,,34.75,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"March 15,  2026",,100.00,,100.00,,83.88,,68.93,,47.05,,28.69,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15,  2026",,100.00,,100.00,,78.57,,63.52,,41.50,,23.02,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15,  2026",,100.00,,96.49,,73.36,,58.24,,36.14,,17.60,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15,  2026",,100.00,,91.41,,68.24,,53.10,,30.98,,13.19,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15,  2026",,100.00,,86.35,,63.20,,48.09,,26.02,,8.97,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15,  2026",,100.00,,81.32,,58.27,,43.22,,21.27,,4.89,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15,  2026",,97.62,,76.57,,53.62,,38.66,,16.84,,1.09,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15,  2026",,92.76,,71.85,,49.07,,34.23,,12.60,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,81.19
"November 15,  2026",,87.86,,67.15,,44.60,,29.92,,8.55,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,56.96
"December 15,  2026",,82.93,,62.47,,40.22,,25.76,,4.64,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00
"January 15,  2027",,78.15,,57.97,,36.05,,21.81,,0.98,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00
"February 15,  2027",,73.78,,53.85,,32.24,,18.22,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,83.24,,0.00
"March 15,  2027",,69.37,,49.76,,28.51,,14.75,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,62.65,,0.00
"April 15,  2027",,64.94,,45.69,,24.87,,11.41,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00
"May 15,  2027",,60.49,,41.66,,21.32,,8.14,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00
"June 15,  2027",,56.01,,37.64,,17.85,,5.00,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00
"July 15,  2027",,51.50,,33.65,,14.46,,1.98,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00
"August 15,  2027",,46.96,,29.68,,11.15,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,93.17,,0.00,,0.00
"September 15,  2027",,42.98,,26.20,,8.17,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,73.75,,0.00,,0.00
"October 15,  2027",,39.09,,22.82,,5.33,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00
