0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.70%,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,75.78,%,,,70.02,%,,,65.89,%,,,62.35,%,,,56.24,%
July 2026,,,65.24,%,,,56.75,%,,,50.69,%,,,45.55,%,,,37.02,%
August 2026,,,54.96,%,,,43.81,%,,,35.91,%,,,29.28,%,,,19.07,%
September 2026,,,44.71,%,,,31.05,%,,,21.42,%,,,13.45,%,,,1.66,%
October 2026,,,34.50,%,,,18.45,%,,,7.23,%,,,0.00,%,,,0.00,%
November 2026,,,24.34,%,,,6.03,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2026,,,14.58,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2027,,,4.90,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2027,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted Average Life to Optional Purchase (years)(1),,,0.35,,,,0.28,,,,0.24,,,,0.21,,,,0.18,
Weighted Average Life to Maturity (years)(1),,,0.35,,,,0.28,,,,0.24,,,,0.21,,,,0.18,
