0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Payment Date,,,0.50%,,,,1.00%,,,,1.30%,,,,1.50%,,,,1.70%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.57,%
January 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,91.12,%
February 2027,,,100.00,%,,,100.00,%,,,98.81,%,,,92.37,%,,,83.38,%
March 2027,,,100.00,%,,,99.22,%,,,91.12,%,,,84.06,%,,,75.76,%
April 2027,,,100.00,%,,,92.44,%,,,83.60,%,,,76.02,%,,,68.27,%
May 2027,,,99.65,%,,,85.89,%,,,76.34,%,,,68.26,%,,,60.90,%
June 2027,,,94.33,%,,,79.50,%,,,69.29,%,,,60.76,%,,,53.66,%
July 2027,,,89.03,%,,,73.20,%,,,62.38,%,,,53.48,%,,,46.55,%
August 2027,,,83.75,%,,,67.00,%,,,55.64,%,,,46.53,%,,,39.57,%
September 2027,,,78.49,%,,,60.88,%,,,49.04,%,,,39.99,%,,,32.71,%
October 2027,,,73.25,%,,,54.85,%,,,42.60,%,,,33.65,%,,,25.94,%
November 2027,,,68.04,%,,,48.92,%,,,36.32,%,,,27.39,%,,,19.29,%
December 2027,,,62.85,%,,,43.08,%,,,30.18,%,,,21.22,%,,,12.77,%
January 2028,,,57.68,%,,,37.33,%,,,24.16,%,,,15.16,%,,,6.39,%
February 2028,,,52.54,%,,,31.68,%,,,18.29,%,,,9.22,%,,,0.14,%
March 2028,,,47.42,%,,,26.07,%,,,12.59,%,,,3.39,%,,,0.00,%
April 2028,,,42.79,%,,,20.86,%,,,7.10,%,,,0.00,%,,,0.00,%
May 2028,,,38.37,%,,,15.85,%,,,1.74,%,,,0.00,%,,,0.00,%
June 2028,,,33.97,%,,,10.91,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2028,,,29.58,%,,,6.03,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2028,,,25.17,%,,,1.22,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2028,,,20.79,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2028,,,16.42,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2028,,,12.07,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2028,,,7.74,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2029,,,3.43,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2029,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
Weighted  Average Life to Optional Purchase (years)(1),,,1.58,,,,1.27,,,,1.10,,,,1.00,,,,0.90,
Weighted  Average Life to Maturity (years)(1),,,1.58,,,,1.27,,,,1.10,,,,1.00,,,,0.90,
