0,1,2,3,4,5,6,7,8
,,Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),
Payment Date,,9.10% Required  Rate,9.10% Required  Rate,,,8.85% Required  Rate,8.85% Required  Rate,
November 2028,,$,11351933.21,,,$,10406101.00,
December 2028,,$,10579613.93,,,$,9694887.41,
January 2029,,$,9835320.43,,,$,9009724.91,
February 2029,,$,9119392.18,,,$,8350920.61,
March 2029,,$,8432171.93,,,$,7718784.65,
April 2029,,$,7773971.42,,,$,7113597.69,
May 2029,,$,7144723.99,,,$,6535282.68,
June 2029,,$,6543618.33,,,$,5983058.83,
July 2029,,$,5969890.30,,,$,5456191.86,
August 2029,,$,5423069.90,,,$,4954225.63,
September 2029,,$,4903449.43,,,$,4477423.23,
October 2029,,$,4411343.51,,,$,4026067.39,
November 2029,,$,3947035.45,,,$,3600412.99,
December 2029,,$,3510846.48,,,$,3200749.20,
January 2030,,$,3103105.00,,,$,2827371.50,
February 2030,,$,2724152.80,,,$,2480587.64,
March 2030,,$,2374324.68,,,$,2160698.94,
April 2030,,$,2053921.23,,,$,1867974.86,
May 2030,,$,1762568.80,,,$,1602053.91,
June 2030,,$,1498579.98,,,$,1361336.13,
July 2030,,$,1258900.04,,,$,1142922.45,
August 2030,,$,1041231.41,,,$,944645.97,
September 2030,,$,845081.18,,,$,766047.65,
October 2030,,$,669747.40,,,$,606478.44,
November 2030,,$,514898.44,,,$,465634.79,
December 2030,,$,380721.76,,,$,343682.93,
January 2031,,$,267440.65,,,$,240822.31,
February 2031,,$,175279.65,,,$,157252.29,
March 2031,,$,104458.91,,,$,93168.03,
April 2031,,$,55102.93,,,$,48677.73,
May 2031,,$,25471.08,,,$,22177.38,
June 2031,,$,10833.72,,,$,9304.72,
July 2031,,$,4260.42,,,$,3653.71,
August 2031,,$,1092.03,,,$,937.18,
September 2031,,$,73.44,,,$,62.91,
October 2031 and thereafter,,$,0.00,,,$,0.00,
