0,1,2,3,4
535  & 545 5th Avenue Whole Loan Summary,535  & 545 5th Avenue Whole Loan Summary,535  & 545 5th Avenue Whole Loan Summary,535  & 545 5th Avenue Whole Loan Summary,535  & 545 5th Avenue Whole Loan Summary
Note,Original  Balance,Cut-off  Date Balance,Note  Holder,Controlling  Note
A-1,"$75,000,000","$74,899,194",BMARK 2026-V20,Yes
A-2-1(1),"$35,000,000","$34,952,957",DBRI,No
A-2-2,"$15,000,000","$14,979,839",BMARK 2026-V22,No
A-3,"$26,000,000","$25,965,054",BBCMS 2026-5C40,No
A-4,"$15,000,000","$14,979,839",BMARK 2026-V21,No
A-5,"$15,000,000","$14,979,839",BMARK 2026-V21,No
A-6,"$10,000,000","$9,986,559",BMO 2026-5C14,No
A-7,"$9,000,000","$8,987,903",BBCMS 2026-5C42,No
A-8,"$50,000,000","$49,932,796",WFCM 2026-5C9,No
A-9,"$15,000,000","$14,979,839",BBCMS 2026-5C41,No
A-10,"$20,000,000","$19,973,118",WFCM 2026-5C10,No
A-11,"$14,000,000","$13,981,183",BBCMS 2026-5C40,No
A-12-1,"$6,000,000","$5,991,935",BBCMS 2026-5C42,No
A-12-2,"$5,000,000","$4,993,280",BMO 2026-5C14,No
Total,"$310,000,000","$309,583,333",,
