0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,10.10% Required Rate,10.10% Required Rate,,,9.85% Required Rate,9.85% Required Rate,
Closing Date,,$,102041856.52,,,$,95555847.95,
September 2024,,$,95395289.87,,,$,89286527.25,
October 2024,,$,92414973.15,,,$,86476956.39,
November 2024,,$,89491140.38,,,$,83721610.89,
December 2024,,$,86622519.26,,,$,81019227.48,
January 2025,,$,83807268.85,,,$,78367991.47,
February 2025,,$,81043600.54,,,$,75766139.88,
March 2025,,$,78330778.62,,,$,73212932.08,
April 2025,,$,75669116.04,,,$,70708645.93,
May 2025,,$,73059228.66,,,$,68253853.41,
June 2025,,$,70501731.62,,,$,65849125.39,
July 2025,,$,67997256.38,,,$,63495048.04,
August 2025,,$,65546459.62,,,$,61192231.28,
September 2025,,$,63150022.80,,,$,58941308.69,
October 2025,,$,60808571.08,,,$,56742859.23,
November 2025,,$,58522362.29,,,$,54597109.85,
December 2025,,$,56290122.57,,,$,52502810.48,
January 2026,,$,54109551.12,,,$,50457720.48,
February 2026,,$,51978029.83,,,$,48459299.05,
March 2026,,$,49893058.58,,,$,46505132.46,
April 2026,,$,47852720.33,,,$,44593370.04,
May 2026,,$,45855787.55,,,$,42722826.14,
June 2026,,$,43901700.15,,,$,40892950.85,
July 2026,,$,41990682.93,,,$,39103942.52,
August 2026,,$,40123190.22,,,$,37356218.94,
September 2026,,$,38299726.39,,,$,35650244.81,
October 2026,,$,36520839.29,,,$,33986526.53,
November 2026,,$,34787077.48,,,$,32365569.93,
December 2026,,$,33098733.78,,,$,30787633.63,
January 2027,,$,31455811.19,,,$,29252696.38,
February 2027,,$,29858369.39,,,$,27760791.57,
March 2027,,$,28306978.73,,,$,26312444.46,
April 2027,,$,26802071.82,,,$,24908048.13,
May 2027,,$,25343073.01,,,$,23547027.59,
June 2027,,$,23927180.12,,,$,22226668.39,
July 2027,,$,22551623.06,,,$,20944281.17,
August 2027,,$,21215197.42,,,$,19698683.48,
September 2027,,$,19918453.20,,,$,18490380.68,
October 2027,,$,18661937.76,,,$,17319875.31,
