0,1,2,3,4,5,6,7,8
,,Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),Yield Supplement  Overcollateralization Amount ($),
Payment Date,,8.85% Required Rate,8.85% Required Rate,,,8.60% Required Rate,8.60% Required Rate,
September 2028,,$,10444109.08,,,$,9435397.67,
October 2028,,$,9705736.62,,,$,8765447.24,
November 2028,,$,8996014.95,,,$,8121770.78,
December 2028,,$,8315286.18,,,$,7504673.59,
January 2029,,$,7663720.88,,,$,6914299.93,
February 2029,,$,7040955.41,,,$,6350290.55,
March 2029,,$,6446017.24,,,$,5811712.90,
April 2029,,$,5877973.33,,,$,5297671.91,
May 2029,,$,5336502.18,,,$,4807849.79,
June 2029,,$,4821850.57,,,$,4342461.26,
July 2029,,$,4334350.94,,,$,3901802.36,
August 2029,,$,3874316.14,,,$,3486150.32,
September 2029,,$,3442043.85,,,$,3095768.03,
October 2029,,$,3037877.26,,,$,2730960.80,
November 2029,,$,2662148.76,,,$,2392024.52,
December 2029,,$,2315146.06,,,$,2079213.19,
January 2030,,$,1996873.56,,,$,1792517.80,
February 2030,,$,1706379.87,,,$,1531040.69,
March 2030,,$,1441850.30,,,$,1293081.24,
April 2030,,$,1201491.55,,,$,1076965.47,
May 2030,,$,984112.17,,,$,881585.90,
June 2030,,$,789354.33,,,$,706611.73,
July 2030,,$,616917.38,,,$,551771.64,
August 2030,,$,466458.59,,,$,416747.52,
September 2030,,$,337623.61,,,$,301200.59,
October 2030,,$,230591.01,,,$,205285.99,
November 2030,,$,145586.75,,,$,129202.42,
December 2030,,$,82772.32,,,$,73091.04,
January 2031,,$,41545.57,,,$,36397.45,
February 2031,,$,18351.32,,,$,15893.09,
March 2031,,$,7418.72,,,$,6351.87,
April 2031,,$,2807.39,,,$,2396.37,
May 2031,,$,694.33,,,$,590.11,
June 2031,,$,34.31,,,$,28.24,
July 2031 and thereafter,,$,0.00,,,$,0.00,
