0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,8.85% Required Rate,8.85% Required Rate,,,8.60% Required Rate,8.60% Required Rate,
August 2028,,$,8860488.78,,,$,8007467.20,
September 2028,,$,8255140.88,,,$,7458020.04,
October 2028,,$,7672081.84,,,$,6929015.58,
November 2028,,$,7111593.06,,,$,6420705.75,
December 2028,,$,6573946.99,,,$,5933333.91,
January 2029,,$,6059277.96,,,$,5467013.81,
February 2029,,$,5567319.17,,,$,5021481.04,
March 2029,,$,5097306.71,,,$,4596002.75,
April 2029,,$,4648504.64,,,$,4189873.10,
May 2029,,$,4220656.79,,,$,3802839.12,
June 2029,,$,3813956.59,,,$,3435069.10,
July 2029,,$,3428667.17,,,$,3086797.33,
August 2029,,$,3065030.02,,,$,2758237.35,
September 2029,,$,2723278.30,,,$,2449595.00,
October 2029,,$,2403683.09,,,$,2161111.33,
November 2029,,$,2106506.46,,,$,1893019.65,
December 2029,,$,1831965.90,,,$,1645511.57,
January 2030,,$,1580070.54,,,$,1418585.15,
February 2030,,$,1350123.21,,,$,1211582.31,
March 2030,,$,1140696.05,,,$,1023165.38,
April 2030,,$,950403.34,,,$,852041.23,
May 2030,,$,778329.20,,,$,697359.11,
June 2030,,$,624174.31,,,$,558842.50,
July 2030,,$,487703.01,,,$,436278.66,
August 2030,,$,368631.00,,,$,329403.91,
September 2030,,$,266692.62,,,$,237964.07,
October 2030,,$,182027.85,,,$,162080.76,
November 2030,,$,114810.27,,,$,101906.57,
December 2030,,$,65167.06,,,$,57553.07,
January 2031,,$,32619.05,,,$,28578.25,
February 2031,,$,14357.48,,,$,12431.23,
March 2031,,$,5791.44,,,$,4954.85,
April 2031,,$,2196.24,,,$,1873.57,
May 2031,,$,543.46,,,$,461.81,
June 2031,,$,29.51,,,$,24.56,
July 2031 and thereafter,,$,0.00,,,$,0.00,
