0,1,2,3,4
80  International Drive Whole Loan Summary,80  International Drive Whole Loan Summary,80  International Drive Whole Loan Summary,80  International Drive Whole Loan Summary,80  International Drive Whole Loan Summary
Note,Original  Balance,Cut-off  Date Balance,Note  Holder,Controlling  Note
A-1-1,"$20,000,000","$20,000,000",WFCM 2025-5C6,Yes
A-1-2,"$2,500,000","$2,500,000",WFCM 2025-5C6,No
A-1-3,"$2,500,000","$2,500,000",WFCM 2025-5C6,No
A-1-4(1),"$10,000,000","$10,000,000",UBS AG,No
A-2-1,"$20,000,000","$20,000,000",WFCM 2025-5C6,No
A-2-2,"$2,500,000","$2,500,000",WFCM 2025-5C6,No
A-2-3,"$2,500,000","$2,500,000",WFCM 2025-5C6,No
A-2-4(1),"$10,000,000","$10,000,000",WFB,No
Total,"$70,000,000","$70,000,000",,
