0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes,Class A-2a Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,94.33
"January 15, 2025",,,100.00,,100.00,,100.00,,98.30,,92.94,,84.40
"February 15, 2025",,,100.00,,100.00,,98.35,,90.11,,84.22,,74.69
"March 15, 2025",,,100.00,,100.00,,91.19,,82.14,,75.67,,65.20
"April 15, 2025",,,100.00,,98.95,,84.15,,74.31,,67.29,,55.93
"May 15, 2025",,,100.00,,93.12,,77.19,,66.62,,59.08,,46.89
"June 15, 2025",,,100.00,,87.30,,70.33,,59.07,,51.04,,38.07
"July 15, 2025",,,97.51,,81.51,,63.56,,51.65,,43.17,,29.48
"August 15, 2025",,,92.56,,75.74,,56.87,,44.37,,35.47,,21.12
"September 15, 2025",,,87.58,,70.00,,50.28,,37.23,,27.95,,12.99
"October 15, 2025",,,82.56,,64.27,,43.78,,30.23,,20.59,,5.10
"November 15, 2025",,,77.49,,58.57,,37.38,,23.37,,13.42,,0.00
"December 15, 2025",,,72.43,,52.93,,31.09,,16.67,,6.43,,0.00
"January 15, 2026",,,67.34,,47.31,,24.90,,10.11,,0.00,,0.00
"February 15, 2026",,,62.32,,41.81,,18.88,,3.75,,0.00,,0.00
"March 15, 2026",,,57.26,,36.34,,12.95,,0.00,,0.00,,0.00
"April 15, 2026",,,52.16,,30.88,,7.11,,0.00,,0.00,,0.00
"May 15, 2026",,,47.02,,25.45,,1.37,,0.00,,0.00,,0.00
"June 15, 2026",,,41.84,,20.05,,0.00,,0.00,,0.00,,0.00
"July 15, 2026",,,36.62,,14.66,,0.00,,0.00,,0.00,,0.00
"August 15, 2026",,,31.36,,9.30,,0.00,,0.00,,0.00,,0.00
"September 15, 2026",,,26.06,,3.96,,0.00,,0.00,,0.00,,0.00
"October 15, 2026",,,20.72,,0.00,,0.00,,0.00,,0.00,,0.00
"November 15, 2026",,,15.35,,0.00,,0.00,,0.00,,0.00,,0.00
"December 15, 2026",,,9.93,,0.00,,0.00,,0.00,,0.00,,0.00
"January 15, 2027",,,4.46,,0.00,,0.00,,0.00,,0.00,,0.00
"February 15, 2027",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,1.78,,1.47,,1.18,,1.03,,0.94,,0.82
Weighted Average Life to Maturity (Years)(2),,,1.78,,1.47,,1.18,,1.03,,0.94,,0.82
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
