0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,10.10% Required Rate,10.10% Required Rate,,,9.85% Required Rate,9.85% Required Rate,
Closing Date,,$,80921893.19,,,$,75787926.64,
September 2024,,$,75648306.27,,,$,70813077.58,
October 2024,,$,73285354.44,,,$,68585274.82,
November 2024,,$,70967235.61,,,$,66400513.01,
December 2024,,$,68692952.19,,,$,64257801.69,
January 2025,,$,66461022.70,,,$,62155680.80,
February 2025,,$,64270002.44,,,$,60092727.13,
March 2025,,$,62119330.91,,,$,58068375.57,
April 2025,,$,60009254.39,,,$,56082844.65,
May 2025,,$,57940255.08,,,$,54136582.12,
June 2025,,$,55912819.90,,,$,52230039.86,
July 2025,,$,53927442.60,,,$,50363676.08,
August 2025,,$,51984643.33,,,$,48537973.96,
September 2025,,$,50084962.60,,,$,46753436.11,
October 2025,,$,48228899.89,,,$,45010525.28,
November 2025,,$,46416661.01,,,$,43309423.05,
December 2025,,$,44647195.18,,,$,41649099.23,
January 2026,,$,42918670.87,,,$,40027770.89,
February 2026,,$,41228978.50,,,$,38443391.17,
March 2026,,$,39576132.70,,,$,36894042.86,
April 2026,,$,37958647.30,,,$,35378291.88,
May 2026,,$,36375533.38,,,$,33895183.13,
June 2026,,$,34826336.38,,,$,32444270.69,
July 2026,,$,33311237.60,,,$,31025714.79,
August 2026,,$,31830598.05,,,$,29639847.60,
September 2026,,$,30384817.10,,,$,28287037.25,
October 2026,,$,28974333.22,,,$,26967689.28,
November 2026,,$,27599586.81,,,$,25682209.96,
December 2026,,$,26260809.47,,,$,24430803.77,
January 2027,,$,24958040.06,,,$,23213489.25,
February 2027,,$,23691327.04,,,$,22030294.04,
March 2027,,$,22461117.85,,,$,20881630.00,
April 2027,,$,21267743.71,,,$,19767797.61,
May 2027,,$,20110714.28,,,$,18688308.49,
June 2027,,$,18987780.07,,,$,17640983.60,
July 2027,,$,17896701.60,,,$,16623649.72,
August 2027,,$,16836604.26,,,$,15635446.79,
September 2027,,$,15807919.52,,,$,14676771.18,
October 2027,,$,14811090.35,,,$,13748030.01,
