0,1,2,3,4,5,6,7,8
,,Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),Yield  Supplement  Overcollateralization Amount ($),
Payment Date,,8.60% Required  Rate,8.60% Required  Rate,,,8.35% Required  Rate,8.35% Required  Rate,
November 2029,,$,12344522.67,,,$,11374965.67,
December 2029,,$,11486933.88,,,$,10582663.29,
January 2030,,$,10660812.72,,,$,9819613.75,
February 2030,,$,9866469.50,,,$,9086095.57,
March 2030,,$,9104150.76,,,$,8382327.08,
April 2030,,$,8374108.24,,,$,7708531.46,
May 2030,,$,7676318.16,,,$,7064670.81,
June 2030,,$,7010559.87,,,$,6450521.84,
July 2030,,$,6376947.41,,,$,5866178.14,
August 2030,,$,5775198.05,,,$,5311360.11,
September 2030,,$,5205376.87,,,$,4786115.19,
October 2030,,$,4667743.18,,,$,4290673.53,
November 2030,,$,4162075.62,,,$,3824815.49,
December 2030,,$,3687512.03,,,$,3387719.27,
January 2031,,$,3244251.38,,,$,2979559.09,
February 2031,,$,2832397.23,,,$,2600425.44,
March 2031,,$,2451706.48,,,$,2250090.28,
April 2031,,$,2102305.96,,,$,1928662.00,
May 2031,,$,1783804.37,,,$,1635764.41,
June 2031,,$,1495035.18,,,$,1370302.29,
July 2031,,$,1235760.39,,,$,1132044.72,
August 2031,,$,1004595.40,,,$,919692.64,
September 2031,,$,800624.53,,,$,732389.37,
October 2031,,$,623852.64,,,$,570133.42,
November 2031,,$,473129.86,,,$,431861.38,
December 2031,,$,345655.39,,,$,314991.51,
January 2032,,$,240924.59,,,$,219053.25,
February 2032,,$,158238.32,,,$,143403.14,
March 2032,,$,95914.24,,,$,86507.12,
April 2032,,$,52769.17,,,$,47260.70,
May 2032,,$,26370.21,,,$,23401.36,
June 2032,,$,11101.66,,,$,9710.20,
July 2032,,$,4442.68,,,$,3838.51,
August 2032,,$,1706.65,,,$,1472.51,
September 2032,,$,339.04,,,$,292.20,
October 2032 and thereafter,,$,0.00,,,$,0.00,
