0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,9.25% Required Rate,9.25% Required Rate,,,9.00% Required Rate,9.00% Required Rate,
Closing Date,,$,63499643.82,,,$,58658198.99,
February 2025,,$,61623073.00,,,$,56909727.78,
March 2025,,$,59641022.47,,,$,55063420.21,
April 2025,,$,57695412.88,,,$,53251710.74,
May 2025,,$,55786713.67,,,$,51475032.90,
June 2025,,$,53914415.74,,,$,49732876.59,
July 2025,,$,52078603.48,,,$,48025303.91,
August 2025,,$,50279270.46,,,$,46352287.24,
September 2025,,$,48516615.77,,,$,44713998.94,
October 2025,,$,46791023.45,,,$,43110789.90,
November 2025,,$,45102888.26,,,$,41543021.37,
December 2025,,$,43452611.83,,,$,40011060.93,
January 2026,,$,41840614.42,,,$,38515293.54,
February 2026,,$,40267169.59,,,$,37055963.68,
March 2026,,$,38731570.45,,,$,35632377.71,
April 2026,,$,37232653.86,,,$,34243407.95,
May 2026,,$,35769337.86,,,$,32888005.44,
June 2026,,$,34340100.35,,,$,31564708.60,
July 2026,,$,32943617.61,,,$,30272250.19,
August 2026,,$,31578522.94,,,$,29009322.01,
September 2026,,$,30243839.86,,,$,27774989.62,
October 2026,,$,28939256.13,,,$,26568945.03,
November 2026,,$,27664698.48,,,$,25391108.15,
December 2026,,$,26420366.28,,,$,24241657.16,
January 2027,,$,25206493.00,,,$,23120801.22,
February 2027,,$,24023398.86,,,$,22028830.90,
March 2027,,$,22871434.30,,,$,20966065.09,
April 2027,,$,21750973.92,,,$,19932845.53,
May 2027,,$,20662383.30,,,$,18929505.02,
June 2027,,$,19606058.88,,,$,17956405.21,
July 2027,,$,18582367.07,,,$,17013878.80,
August 2027,,$,17591059.40,,,$,16101669.99,
September 2027,,$,16630445.85,,,$,15218141.79,
October 2027,,$,15698646.67,,,$,14361475.32,
November 2027,,$,14794514.96,,,$,13530553.83,
December 2027,,$,13917748.47,,,$,12725072.09,
January 2028,,$,13067292.26,,,$,11944006.43,
February 2028,,$,12243434.89,,,$,11187615.60,
March 2028,,$,11446489.83,,,$,10456181.79,
