0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net Charge-off,Cumulative Net Charge-off,
19-Apr,,$,106912.49,,,"($24,250.00)",,"$82,662.49",,,0.01,%
19-May,,$,401310.30,,,"($90,827.06)",,"$310,483.24",,,0.04,%
19-Jun,,$,720519.19,,,"($228,168.55)",,"$492,350.64",,,0.08,%
19-Jul,,$,915614.17,,,"($371,289.94)",,"$544,324.23",,,0.13,%
19-Aug,,$,1291440.72,,,"($435,623.64)",,"$855,817.08",,,0.21,%
19-Sep,,$,1134179.61,,,"($384,275.67)",,"$749,903.94",,,0.28,%
19-Oct,,$,1762984.00,,,"($657,917.14)",,"$1,105,066.86",,,0.38,%
19-Nov,,$,983892.25,,,"($588,422.55)",,"$395,469.70",,,0.41,%
19-Dec,,$,1264531.04,,,"($663,723.91)",,"$600,807.13",,,0.47,%
20-Jan,,$,1384430.31,,,"($768,777.97)",,"$615,652.34",,,0.52,%
20-Feb,,$,1262587.42,,,"($572,015.25)",,"$690,572.17",,,0.59,%
20-Mar,,$,934910.71,,,"($208,293.09)",,"$726,617.62",,,0.65,%
20-Apr,,$,816699.45,,,"($123,544.67)",,"$693,154.78",,,0.71,%
20-May,,$,715865.81,,,"($330,644.96)",,"$385,220.85",,,0.75,%
20-Jun,,$,796826.60,,,"($527,161.13)",,"$269,665.47",,,0.77,%
20-Jul,,$,548953.51,,,"($350,497.71)",,"$198,455.80",,,0.79,%
20-Aug,,$,595080.58,,,"($182,156.57)",,"$412,924.01",,,0.83,%
20-Sep,,$,754605.33,,,"($370,497.50)",,"$384,107.83",,,0.86,%
20-Oct,,$,848362.11,,,"($303,868.26)",,"$544,493.85",,,0.91,%
20-Nov,,$,559066.89,,,"($349,486.09)",,"$209,580.80",,,0.93,%
20-Dec,,$,503183.02,,,"($232,365.79)",,"$270,817.23",,,0.96,%
21-Jan,,$,449225.49,,,"($489,404.97)",,"($40,179.48)",,,0.95,%
21-Feb,,$,429585.07,,,"($194,925.39)",,"$234,659.68",,,0.97,%
21-Mar,,$,303328.82,,,"($278,041.31)",,"$25,287.51",,,0.98,%
21-Apr,,$,341610.38,,,"($385,199.98)",,"($43,589.60)",,,0.97,%
21-May,,$,228918.24,,,"($312,559.19)",,"($83,640.95)",,,0.97,%
21-Jun,,$,286710.53,,,"($266,337.86)",,"$20,372.67",,,0.97,%
21-Jul,,$,245053.47,,,"($318,982.73)",,"($73,929.26)",,,0.96,%
21-Aug,,$,163222.88,,,"($173,069.18)",,"($9,846.30)",,,0.96,%
21-Sep,,$,139702.95,,,"($220,462.63)",,"($80,759.68)",,,0.95,%
21-Oct,,$,210179.38,,,"($214,284.23)",,"($4,104.85)",,,0.95,%
21-Nov,,$,133201.50,,,"($180,658.41)",,"($47,456.91)",,,0.95,%
21-Dec,,$,75244.82,,,"($193,808.18)",,"($118,563.36)",,,0.94,%
22-Jan,,$,174903.07,,,"($130,318.52)",,"$44,584.55",,,0.94,%
22-Feb,,$,244269.62,,,"($103,209.88)",,"$141,059.74",,,0.95,%
22-Mar,,$,77721.84,,,"($251,522.60)",,"($173,800.76)",,,0.94,%
22-Apr,,$,102519.28,,,"($106,857.43)",,"($4,338.15)",,,0.94,%
22-May,,$,107535.38,,,"($113,762.41)",,"($6,227.03)",,,0.94,%
22-Jun,,$,104515.05,,,"($101,494.04)",,"$3,021.01",,,0.94,%
22-Jul,,$,79526.64,,,"($95,720.30)",,"($16,193.66)",,,0.94,%
22-Aug,,$,155506.98,,,"($66,268.93)",,"$89,238.05",,,0.94,%
22-Sep,,$,115108.89,,,"($134,724.75)",,"($19,615.86)",,,0.94,%
22-Oct,,$,119053.14,,,"($104,782.41)",,"$14,270.73",,,0.94,%
22-Nov,,$,110090.46,,,"($57,909.33)",,"$52,181.13",,,0.95,%
22-Dec,,$,56800.68,,,"($104,343.03)",,"($47,542.35)",,,0.94,%
23-Jan,,$,66873.53,,,"($131,763.60)",,"($64,890.07)",,,0.94,%
23-Feb,,$,87453.88,,,"($97,881.97)",,"($10,428.09)",,,0.94,%
23-Mar,,$,48258.09,,,"($87,512.76)",,"($39,254.67)",,,0.93,%
23-Apr,,$,43945.72,,,"($100,879.52)",,"($56,933.80)",,,0.93,%
