0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
,,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,Class A-4 Notes,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,,,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
January 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
February 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
March 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
April 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
May 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
June 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
December 2026,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
January 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
February 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
March 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
April 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
May 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
June 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
July 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
August 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
September 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
October 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
November 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
December 2027,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,100.00,%
January 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,76.28,%
February 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,42.36,%
March 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,10.60,%
April 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
May 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
June 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
July 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
August 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,100.00,%,,,0.00,%
September 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,79.72,%,,,0.00,%
October 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,56.36,%,,,0.00,%
November 2028,,,100.00,%,,,100.00,%,,100.00,%,,100.00,%,,,34.21,%,,,0.00,%
December 2028,,,100.00,%,,,100.00,%,,100.00,%,,85.97,%,,,13.27,%,,,0.00,%
January 2029,,,100.00,%,,,100.00,%,,100.00,%,,63.76,%,,,0.00,%,,,0.00,%
February 2029,,,100.00,%,,,100.00,%,,100.00,%,,42.55,%,,,0.00,%,,,0.00,%
March 2029,,,100.00,%,,,100.00,%,,100.00,%,,22.34,%,,,0.00,%,,,0.00,%
April 2029,,,100.00,%,,,100.00,%,,89.30,%,,3.16,%,,,0.00,%,,,0.00,%
May 2029,,,100.00,%,,,100.00,%,,66.35,%,,0.00,%,,,0.00,%,,,0.00,%
June 2029,,,100.00,%,,,100.00,%,,44.18,%,,0.00,%,,,0.00,%,,,0.00,%
July 2029,,,100.00,%,,,100.00,%,,25.84,%,,0.00,%,,,0.00,%,,,0.00,%
August 2029,,,100.00,%,,,100.00,%,,10.35,%,,0.00,%,,,0.00,%,,,0.00,%
September 2029,,,100.00,%,,,95.05,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
October 2029,,,100.00,%,,,75.03,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
November 2029,,,100.00,%,,,55.15,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
December 2029,,,100.00,%,,,35.41,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
January 2030,,,83.81,%,,,15.81,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
February 2030,,,58.29,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
March 2030,,,32.59,%,,,0.00,%,,0.00,%,,0.00,%,,,0.00,%,,,0.00,%
