0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
10/15/24,,,77.80,%,,,72.79,%,,,67.83,%,,,64.75,%,,,60.86,%,,,55.05,%,,,22.75,%
11/15/24,,,68.62,%,,,61.26,%,,,54.02,%,,,49.54,%,,,43.91,%,,,35.57,%,,,3.62,%
12/15/24,,,59.37,%,,,49.78,%,,,40.38,%,,,34.59,%,,,27.36,%,,,16.74,%,,,0.00,%
01/15/25,,,50.05,%,,,38.34,%,,,26.91,%,,,19.91,%,,,11.22,%,,,0.00,%,,,0.00,%
02/15/25,,,40.67,%,,,26.95,%,,,13.62,%,,,5.50,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/25,,,31.22,%,,,15.60,%,,,0.51,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
04/15/25,,,21.70,%,,,4.30,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/25,,,12.12,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/25,,,2.46,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/25,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life (Years) to Call,,,0.35,,,,0.27,,,,0.22,,,,0.20,,,,0.17,,,,0.14,,,,0.07,
Weighted Average Life (Years) to Maturity,,,0.35,,,,0.27,,,,0.22,,,,0.20,,,,0.17,,,,0.14,,,,0.07,
