0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,8.10%  Required Rate,8.10%  Required Rate,,,7.85%  Required Rate,7.85%  Required Rate,
Closing Date,,$,71788040.20,,,$,65946247.23,
March 2026,,$,67735106.77,,,$,62197171.70,
April 2026,,$,65544865.52,,,$,60172348.68,
May 2026,,$,63400472.99,,,$,58190676.03,
June 2026,,$,61301230.69,,,$,56251457.89,
July 2026,,$,59245749.13,,,$,54353331.58,
August 2026,,$,57232227.54,,,$,52494542.39,
September 2026,,$,55260176.66,,,$,50674599.05,
October 2026,,$,53329582.32,,,$,48893467.96,
November 2026,,$,51440610.68,,,$,47151288.10,
December 2026,,$,49593572.83,,,$,45448336.53,
January 2027,,$,47788809.86,,,$,43784918.62,
February 2027,,$,46026560.13,,,$,42161242.61,
March 2027,,$,44306600.81,,,$,40577082.11,
April 2027,,$,42628679.89,,,$,39032183.44,
May 2027,,$,40992396.78,,,$,37526152.64,
June 2027,,$,39396879.07,,,$,36058155.63,
July 2027,,$,37840911.41,,,$,34627037.43,
August 2027,,$,36322176.32,,,$,33230604.06,
September 2027,,$,34839071.56,,,$,31867337.70,
October 2027,,$,33390568.72,,,$,30536269.73,
November 2027,,$,31975007.34,,,$,29235845.38,
December 2027,,$,30591662.08,,,$,27965378.61,
January 2028,,$,29240334.08,,,$,26724674.30,
February 2028,,$,27921118.43,,,$,25513812.10,
March 2028,,$,26634154.12,,,$,24332912.65,
April 2028,,$,25379564.62,,,$,23182080.65,
May 2028,,$,24157625.94,,,$,22061563.38,
June 2028,,$,22968651.69,,,$,20971643.19,
July 2028,,$,21812941.44,,,$,19912588.22,
August 2028,,$,20690647.70,,,$,18884528.69,
September 2028,,$,19601987.41,,,$,17887654.08,
October 2028,,$,18547283.35,,,$,16922253.30,
November 2028,,$,17526729.21,,,$,15988493.05,
December 2028,,$,16539876.25,,,$,15085931.17,
January 2029,,$,15584613.60,,,$,14212543.99,
February 2029,,$,14658408.71,,,$,13365906.29,
March 2029,,$,13760987.21,,,$,12545738.14,
April 2029,,$,12892597.72,,,$,11752259.50,
May 2029,,$,12053550.83,,,$,10985747.54,
