0,1,2,3,4,5,6
Competitive  Shopping Centers(1),Competitive  Shopping Centers(1),Competitive  Shopping Centers(1),Competitive  Shopping Centers(1),Competitive  Shopping Centers(1),Competitive  Shopping Centers(1),Competitive  Shopping Centers(1)
Property  Name/Location,Year  Built/Renovated,Total  NRA (SF),Anchor  NRA (SF),Occupancy  (%),Distance  from Property (miles),Anchor  Tenant(s)
"Fair City Mall  9600-9688 Main Street  Fairfax, VA",1974 / 2020,"403,370(2)","242,950(2)",96.5%(2),NAP,Safeway  Lifetime Fitness  Burlington Coat Factory  Marshall’s  HomeGoods  Sierra Trading Post  Designer Shoe Warehouse
"Turnpike Shopping Center  9520 Main Street  Fairfax, VA",1967 / 2013,103292,46731,98.0%,0.1,Ross Dress for Less  PetSmart  Dollar Tree
"Pickett Shopping Center  9400 Main Street  Fairfax, VA",1967 / NAP,89389,49794,100.0%,0.3,Trader Joe’s  Total Wine  Staples  Chuck E. Cheese
"Main Street Marketplace  10250 Main Street  Fairfax, VA",1962 / NAP,100848,55418,100.0%,1.5,TJ Maxx  Walgreens  Ace Hardware
"Courthouse Plaza  10384 Willard Way  Fairfax, VA",1974 / NAP,83170,40000,95.0%,1.7,Safeway
"University Mall  10653 Braddock Road  Fairfax, VA",1970 / 2015,201566,50816,100.0%,3.2,Giant Food
"Fairfax Junction Shopping Center  11001 Lee Highway  Fairfax, VA",1980 / 1999,75632,46006,100.0%,2.7,Aldi  Planet Fitness
"Twinbrooke Centre  9521 Braddock Road  Fairfax, VA",1977 / 2026,101000,35200,100.0%,2.2,Safeway
"Kings Park Shopping Center  8900 Burke Lake Road  Fairfax, VA",1966 / 2015,93284,51100,100.0%,3.4,Giant Food
