0,1,2,3,4,5,6,7,8
,,Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),Yield Supplement Overcollateralization Amount ($),
Payment Date,,9.10% Required Rate,9.10% Required Rate,,,8.85% Required Rate,8.85% Required Rate,
Closing Date,,$,84412635.98,,,$,78207399.83,
September 2025,,$,80048422.77,,,$,74130713.52,
October 2025,,$,77482741.27,,,$,71735420.07,
November 2025,,$,74969455.34,,,$,69389990.73,
December 2025,,$,72507395.59,,,$,67093267.80,
January 2026,,$,70094318.16,,,$,64843055.49,
February 2026,,$,67728621.21,,,$,62637782.35,
March 2026,,$,65409971.46,,,$,60477103.22,
April 2026,,$,63138577.02,,,$,58361195.57,
May 2026,,$,60914832.03,,,$,56290415.80,
June 2026,,$,58739122.64,,,$,54265113.61,
July 2026,,$,56611886.53,,,$,52285687.86,
August 2026,,$,54533603.10,,,$,50352576.40,
September 2026,,$,52504781.14,,,$,48466245.19,
October 2026,,$,50525896.56,,,$,46627127.80,
November 2026,,$,48596886.55,,,$,44835142.47,
December 2026,,$,46716308.71,,,$,43088888.65,
January 2027,,$,44882217.97,,,$,41386485.99,
February 2027,,$,43092293.64,,,$,39725701.46,
March 2027,,$,41344340.06,,,$,38104434.92,
April 2027,,$,39636112.38,,,$,36520550.39,
May 2027,,$,37965600.08,,,$,34972137.15,
June 2027,,$,36331971.15,,,$,33458394.42,
July 2027,,$,34735019.58,,,$,31979113.70,
August 2027,,$,33174682.58,,,$,30534220.63,
September 2027,,$,31651203.27,,,$,29123930.77,
October 2027,,$,30164946.57,,,$,27748576.50,
November 2027,,$,28716254.90,,,$,26408467.82,
December 2027,,$,27305553.43,,,$,25103992.24,
January 2028,,$,25933291.46,,,$,23835558.99,
February 2028,,$,24599935.05,,,$,22603592.85,
March 2028,,$,23305950.66,,,$,21408518.63,
April 2028,,$,22051716.11,,,$,20250676.42,
May 2028,,$,20836650.21,,,$,19129490.01,
June 2028,,$,19658683.70,,,$,18042963.94,
July 2028,,$,18515362.38,,,$,16988736.58,
August 2028,,$,17405384.64,,,$,15965549.98,
September 2028,,$,16329061.29,,,$,14973680.80,
October 2028,,$,15286807.49,,,$,14013504.82,
November 2028,,$,14279050.92,,,$,13085409.46,
