0,1,2,3,4
Whole Loan Summary,Whole Loan Summary,Whole Loan Summary,Whole Loan Summary,Whole Loan Summary
Note,Original Balance,Cut-off Date Balance,Note Holder,Controlling Piece
A1-S,"$87,400,000","$87,400,000",BX 2025-LIFE,Yes
A2-S,"$87,400,000","$87,400,000",BX 2025-LIFE,No
A3-S,"$87,400,000","$87,400,000",BX 2025-LIFE,No
A4-S,"$87,400,000","$87,400,000",BX 2025-LIFE,No
A5-S,"$87,400,000","$87,400,000",BX 2025-LIFE,No
A1-C1-A,"$18,750,000","$18,750,000",BBCMS 2025-C35,No
A1-C1-B,"$22,250,000","$22,250,000",WFCM 2025-C65,No
A1-C2-A(1),"$23,500,000","$23,500,000",JPMCB,No
A1-C2-B,17500000,17500000,BMO 2025-C13,No
A2-C1,"$41,000,000","$41,000,000",MSBAM 2025-C35,No
A2-C2-A,"$18,500,000","$18,500,000",MSBAM 2025-C35,No
A2-C2-B,"$22,500,000","$22,500,000",Benchmark 2025-B41,No
A3-C1-A,"$18,750,000","$18,750,000",BBCMS 2025-C35,No
A3-C1-B,"$20,250,000","$20,250,000",Benchmark 2025-B41,No
A3-C1-C(1),"$2,000,000","$2,000,000","Deutsche Bank AG, New York Branch",No
A3-C2-A,"$30,000,000","$30,000,000",BMO 2025-C13,No
A3-C2-B(1),"$11,000,000","$11,000,000","Deutsche Bank AG, New York Branch",No
A4-C1-A,"$18,750,000","$18,750,000",BBCMS 2025-C35,No
A4-C1-B,"$20,250,000","$20,250,000",Benchmark 2025-B41,No
A4-C1-C,"$2,000,000","$2,000,000",WFCM 2025-C65,No
A4-C2-A,"$30,000,000","$30,000,000",BMO 2025-C13,No
A4-C2-B,"$11,000,000","$11,000,000",WFCM 2025-C65,No
A5-C1-A,"$18,750,000","$18,750,000",BBCMS 2025-C35,No
A5-C1-B,"$22,250,000","$22,250,000",WFCM 2025-C65,No
A5-C2(1),"$41,000,000","$41,000,000",SGFC,No
B-1,"$38,280,000","$38,280,000",BX 2025-LIFE,No
B-2,"$38,280,000","$38,280,000",BX 2025-LIFE,No
B-3,"$38,280,000","$38,280,000",BX 2025-LIFE,No
B-4,"$38,280,000","$38,280,000",BX 2025-LIFE,No
B-5,"$38,280,000","$38,280,000",BX 2025-LIFE,No
C-1,"$38,460,000","$38,460,000",BX 2025-LIFE,No
C-2,"$38,460,000","$38,460,000",BX 2025-LIFE,No
C-3,"$38,460,000","$38,460,000",BX 2025-LIFE,No
C-4,"$38,460,000","$38,460,000",BX 2025-LIFE,No
C-5,"$38,460,000","$38,460,000",BX 2025-LIFE,No
D-1,"$18,860,000","$18,860,000",BX 2025-LIFE,No
D-2,"$18,860,000","$18,860,000",BX 2025-LIFE,No
D-3,"$18,860,000","$18,860,000",BX 2025-LIFE,No
D-4,"$18,860,000","$18,860,000",BX 2025-LIFE,No
D-5,"$18,860,000","$18,860,000",BX 2025-LIFE,No
Whole Loan,"$1,325,000,000","$1,325,000,000",,
